source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude_deg,source_latitude_uncertainty_km,source_longitude_deg,source_longitude_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_uncertainty,source_magnitude_type,source_magnitude_author,sensor_name,sensor_orientation_azi_dip,sensor_sensitivity,source_sensor_distance,trace_start_time,trace_end_time,trace_num_samples,trace_sample_min_1,trace_sample_max_1,trace_sample_mean_1,trace_sample_median_1,trace_sample_rms_1,trace_sample_lower_quartile_1,trace_sample_upper_quartile_1,trace_sample_stdev_1,trace_name_original_1,trace_sample_min_2,trace_sample_max_2,trace_sample_mean_2,trace_sample_median_2,trace_sample_rms_2,trace_sample_lower_quartile_2,trace_sample_upper_quartile_2,trace_sample_stdev_2,trace_name_original_2,trace_name_original_Z,trace_sample_min_Z,trace_sample_max_Z,trace_sample_mean_Z,trace_sample_median_Z,trace_sample_rms_Z,trace_sample_lower_quartile_Z,trace_sample_upper_quartile_Z,trace_sample_stdev_Z,trace_p_pick_time,trace_p_pick_uncertainty,trace_s_pick_time,trace_s_pick_uncertainty,trace_sampling_rate_hz,trace_component_order,trace_p_pick_weight,trace_s_pick_weight,trace_name
34166831,2023-02-21T12:48:54.240000Z,0.1,43.2767,0.0045,13.3703,0.0074,6.1,0.6,1,0.2,ML,INGV,S2,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,3.632206219,2023-02-21T12:48:34.239517Z,2023-02-21T12:50:14.243517Z,3x25001,-1038.884076,980.3474425,-2.019983509,-2.225574554,102.4190387,-53.30599096,48.85675226,102.399117,34166831_2023-02-21T12:48:34.239517Z_WS.POZA.S2.DN1.MSEED,-231.2820741,229.4551436,-0.670436013,-0.913465291,41.74756257,-27.95668485,27.13128424,41.74217886,34166831_2023-02-21T12:48:34.239517Z_WS.POZA.S2.DN2.MSEED,34166831_2023-02-21T12:48:34.239517Z_WS.POZA.S2.DNZ.MSEED,-252.5435109,319.3554141,-0.728697121,-0.156048382,37.71081079,-25.18999919,23.89977492,37.70376972,,,,,250,12Z,,,"bucket0$9,:3,:25001"
34163931,2023-02-21T06:39:17.060000Z,0.19,43.3347,0.0072,13.3462,0.0185,21.9,1.4,1,0.2,ML,INGV,S2,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,10.2616247,2023-02-21T06:38:57.058640Z,2023-02-21T06:40:37.062640Z,3x25001,-918.8482979,865.0050511,-2.757944755,-3.383042338,111.1746465,-55.46642152,50.70244158,111.1404326,34163931_2023-02-21T06:38:57.058640Z_WS.POZA.S2.DN1.MSEED,-216.6180037,213.0693969,-0.066633068,-0.271769655,37.06940081,-23.30863054,23.7666212,37.06934092,34163931_2023-02-21T06:38:57.058640Z_WS.POZA.S2.DN2.MSEED,34163931_2023-02-21T06:38:57.058640Z_WS.POZA.S2.DNZ.MSEED,-227.6502547,196.031787,0.133776086,-0.266176479,35.88954261,-23.31330579,23.75908034,35.88929329,,,,,250,12Z,,,"bucket0$27,:3,:25001"
34161791,2023-02-21T00:40:43.070000Z,0.18,43.2822,0.0153,13.3168,0.0136,9,1.5,1,0.4,ML,INGV,S2,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,7.329968016,2023-02-21T00:40:23.070032Z,2023-02-21T00:42:03.074032Z,3x25001,-199.5420165,208.1117248,-0.180797416,-0.221791928,47.70156166,-32.27457174,31.82907748,47.70121903,34161791_2023-02-21T00:40:23.070032Z_WS.POZA.S2.DN1.MSEED,-128.9810881,143.4548839,0.204752884,0.225591114,30.82389426,-19.80644106,20.25786209,30.8232142,34161791_2023-02-21T00:40:23.070032Z_WS.POZA.S2.DN2.MSEED,34161791_2023-02-21T00:40:23.070032Z_WS.POZA.S2.DNZ.MSEED,-129.9019424,124.5029081,0.414033391,0.280715054,31.20376531,-20.74902628,21.34102287,31.20101835,2023-02-21T00:40:44.556000Z,0.5,2023-02-21T00:40:46.108000Z,0.5,250,12Z,3,2,"bucket0$29,:3,:25001"
34168371,2023-02-21T16:49:17.010000Z,0.13,43.2928,0.0063,13.3492,0.0111,8.7,0.7,1,0.2,ML,INGV,S2,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,6.086984581,2023-02-21T16:48:57.010736Z,2023-02-21T16:50:37.014736Z,3x25001,-946.7301155,784.038802,1.021772977,1.78706184,105.1207413,-55.30348959,57.8765609,105.1157754,34168371_2023-02-21T16:48:57.010736Z_WS.POZA.S2.DN1.MSEED,-222.5808011,219.1261531,0.23702068,0.77662032,42.42862138,-28.26989798,27.81983988,42.42795934,34168371_2023-02-21T16:48:57.010736Z_WS.POZA.S2.DN2.MSEED,34168371_2023-02-21T16:48:57.010736Z_WS.POZA.S2.DNZ.MSEED,-157.5099923,171.9967106,-0.018734332,-0.275996029,37.67904132,-24.30125285,24.75795478,37.67903666,,,,,250,12Z,,,"bucket0$34,:3,:25001"
34163931,2023-02-21T06:39:17.060000Z,0.19,43.3347,0.0072,13.3462,0.0185,21.9,1.4,1,0.2,ML,INGV,S3,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,10.2616247,2023-02-21T06:38:57.058077Z,2023-02-21T06:40:37.062077Z,3x25001,-387.5281544,313.5934494,-2.932079214,-2.912945551,59.70134677,-39.9719424,34.1460513,59.62930251,34163931_2023-02-21T06:38:57.058077Z_WS.POZA.S3.DN1.MSEED,-168.5043853,188.066074,-1.265622563,-1.236940504,34.96632972,-24.27356259,21.80015918,34.94341731,34163931_2023-02-21T06:38:57.058077Z_WS.POZA.S3.DN2.MSEED,34163931_2023-02-21T06:38:57.058077Z_WS.POZA.S3.DNZ.MSEED,-149.572183,180.9584972,-1.245177903,-1.340016409,34.20399058,-24.37186248,21.69182966,34.18131805,,,,,250,12Z,,,"bucket0$55,:3,:25001"
34168371,2023-02-21T16:49:17.010000Z,0.13,43.2928,0.0063,13.3492,0.0111,8.7,0.7,1,0.2,ML,INGV,S3,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,6.086984581,2023-02-21T16:48:57.011567Z,2023-02-21T16:50:37.015567Z,3x25001,-376.2424245,393.9900008,3.968045223,4.366664493,60.6049088,-33.69433993,41.42661654,60.47486741,34168371_2023-02-21T16:48:57.011567Z_WS.POZA.S3.DN1.MSEED,-150.5041135,138.959062,-0.922820374,-1.265163285,34.91017976,-24.30226297,22.77298877,34.89798065,34168371_2023-02-21T16:48:57.011567Z_WS.POZA.S3.DN2.MSEED,34168371_2023-02-21T16:48:57.011567Z_WS.POZA.S3.DNZ.MSEED,-147.0582087,148.4127137,-0.395222925,-0.82814685,34.39981055,-22.85129893,22.21898246,34.39754009,,,,,250,12Z,,,"bucket0$57,:3,:25001"
34166831,2023-02-21T12:48:54.240000Z,0.1,43.2767,0.0045,13.3703,0.0074,6.1,0.6,1,0.2,ML,INGV,S3,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,3.632206219,2023-02-21T12:48:34.238879Z,2023-02-21T12:50:14.242879Z,3x25001,-361.7143636,377.4682447,-5.013801773,-5.143904224,57.81117808,-40.19984114,30.91404026,57.5933512,34166831_2023-02-21T12:48:34.238879Z_WS.POZA.S3.DN1.MSEED,-190.7971488,145.7412783,0.295400711,0.508925638,34.46698133,-22.52817405,23.54554772,34.46571544,34166831_2023-02-21T12:48:34.238879Z_WS.POZA.S3.DN2.MSEED,34166831_2023-02-21T12:48:34.238879Z_WS.POZA.S3.DNZ.MSEED,-156.3853296,161.1240282,0.338572823,0.86394994,33.45552302,-21.17448538,22.90238526,33.45380978,,,,,250,12Z,,,"bucket0$62,:3,:25001"
34161791,2023-02-21T00:40:43.070000Z,0.18,43.2822,0.0153,13.3168,0.0136,9,1.5,1,0.4,ML,INGV,S3,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,7.329968016,2023-02-21T00:40:23.070024Z,2023-02-21T00:42:03.074024Z,3x25001,-223.6809986,275.1162683,2.940832331,2.681012743,47.82864022,-29.37081186,34.73188215,47.73814335,34161791_2023-02-21T00:40:23.070024Z_WS.POZA.S3.DN1.MSEED,-133.1528268,125.2610092,-0.559560181,0.060688682,32.0642746,-21.97488103,21.09425083,32.05939173,34161791_2023-02-21T00:40:23.070024Z_WS.POZA.S3.DN2.MSEED,34161791_2023-02-21T00:40:23.070024Z_WS.POZA.S3.DNZ.MSEED,-179.5556059,157.9747991,-1.047791889,-1.2765851,31.89357107,-22.30632644,19.75315624,31.87635499,2023-02-21T00:40:44.543000Z,0.5,,,250,12Z,3,,"bucket0$63,:3,:25001"
34163931,2023-02-21T06:39:17.060000Z,0.19,43.3347,0.0072,13.3462,0.0185,21.9,1.4,1,0.2,ML,INGV,S4,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,10.2616247,2023-02-21T06:38:57.059276Z,2023-02-21T06:40:37.063276Z,3x25001,-510.0221637,532.6464723,-3.874858767,-4.213709386,69.97396629,-45.27787091,36.85236254,69.86659737,34163931_2023-02-21T06:38:57.059276Z_WS.POZA.S4.DN1.MSEED,-140.6307565,124.7933117,2.535609864,2.598058668,32.40724709,-19.43655585,24.63267318,32.30789914,34163931_2023-02-21T06:38:57.059276Z_WS.POZA.S4.DN2.MSEED,34163931_2023-02-21T06:38:57.059276Z_WS.POZA.S4.DNZ.MSEED,-173.0077648,176.550552,1.399189399,1.25176336,34.0112459,-20.75610548,24.29889267,33.98245307,,,,,250,12Z,,,"bucket0$83,:3,:25001"
34166831,2023-02-21T12:48:54.240000Z,0.1,43.2767,0.0045,13.3703,0.0074,6.1,0.6,1,0.2,ML,INGV,S4,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,3.632206219,2023-02-21T12:48:34.240879Z,2023-02-21T12:50:14.244879Z,3x25001,-799.0204173,908.7118781,-3.624917173,-3.747354811,74.75302146,-42.811322,35.31470197,74.66508014,34166831_2023-02-21T12:48:34.240879Z_WS.POZA.S4.DN1.MSEED,-247.2690586,187.4264695,0.435496935,0.126514919,33.25092325,-21.9080996,22.16303984,33.24807121,34166831_2023-02-21T12:48:34.240879Z_WS.POZA.S4.DN2.MSEED,34166831_2023-02-21T12:48:34.240879Z_WS.POZA.S4.DNZ.MSEED,-142.174585,168.3197645,0.447652338,0.05126735,33.75065866,-21.98716797,23.09839666,33.74768981,,,,,250,12Z,,,"bucket0$86,:3,:25001"
34161791,2023-02-21T00:40:43.070000Z,0.18,43.2822,0.0153,13.3168,0.0136,9,1.5,1,0.4,ML,INGV,S4,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,7.329968016,2023-02-21T00:40:23.070708Z,2023-02-21T00:42:03.074708Z,3x25001,-198.2590302,191.3643061,1.090683807,1.061194442,47.11787957,-29.98862259,32.11101148,47.10525431,34161791_2023-02-21T00:40:23.070708Z_WS.POZA.S4.DN1.MSEED,-180.1548218,215.4786495,0.369873057,0.133945379,31.56176424,-20.89961677,21.16750753,31.5595969,34161791_2023-02-21T00:40:23.070708Z_WS.POZA.S4.DN2.MSEED,34161791_2023-02-21T00:40:23.070708Z_WS.POZA.S4.DNZ.MSEED,-196.4868969,193.144081,-0.227124122,-0.158366954,31.69560907,-21.18810829,20.87137438,31.6947953,2023-02-21T00:40:44.543000Z,0.5,2023-02-21T00:40:46.112000Z,0.5,250,12Z,3,2,"bucket0$89,:3,:25001"
34168371,2023-02-21T16:49:17.010000Z,0.13,43.2928,0.0063,13.3492,0.0111,8.7,0.7,1,0.2,ML,INGV,S4,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,6.086984581,2023-02-21T16:48:57.010539Z,2023-02-21T16:50:37.014539Z,3x25001,-384.6164877,363.5822783,2.51644935,2.003691483,65.79138679,-38.06132808,43.067853,65.74324345,34168371_2023-02-21T16:48:57.010539Z_WS.POZA.S4.DN1.MSEED,-142.6474816,120.7744818,-0.947023776,-0.419718832,32.54877586,-22.45433335,20.61384332,32.53499587,34168371_2023-02-21T16:48:57.010539Z_WS.POZA.S4.DN2.MSEED,34168371_2023-02-21T16:48:57.010539Z_WS.POZA.S4.DNZ.MSEED,-143.4827682,149.007922,-0.511228537,-1.226349298,34.36614521,-23.26478462,21.79021353,34.3623425,,,,,250,12Z,,,"bucket0$92,:3,:25001"
34166831,2023-02-21T12:48:54.240000Z,0.1,43.2767,0.0045,13.3703,0.0074,6.1,0.6,1,0.2,ML,INGV,S5,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,3.632206219,2023-02-21T12:48:34.239983Z,2023-02-21T12:50:14.243983Z,3x25001,-624.3911427,636.6265485,-0.935522418,-1.394368889,71.86040878,-40.45678388,38.66981487,71.85431893,34166831_2023-02-21T12:48:34.239983Z_WS.POZA.S5.DN1.MSEED,-271.2945345,289.6030828,0.351103882,0.139907426,36.15919729,-21.89542349,23.17676831,36.15749265,34166831_2023-02-21T12:48:34.239983Z_WS.POZA.S5.DN2.MSEED,34166831_2023-02-21T12:48:34.239983Z_WS.POZA.S5.DNZ.MSEED,-144.9325787,161.5575614,-0.452380555,0.319355629,32.72860746,-21.7190797,21.34909697,32.72548087,,,,,250,12Z,,,"bucket0$107,:3,:25001"
34163931,2023-02-21T06:39:17.060000Z,0.19,43.3347,0.0072,13.3462,0.0185,21.9,1.4,1,0.2,ML,INGV,S5,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,10.2616247,2023-02-21T06:38:57.059081Z,2023-02-21T06:40:37.063081Z,3x25001,-437.3191825,464.123161,-0.415812319,-0.620475054,65.53357446,-40.68453941,39.4437087,65.53225528,34163931_2023-02-21T06:38:57.059081Z_WS.POZA.S5.DN1.MSEED,-150.6658608,146.8102708,-1.790510787,-1.426910587,33.13938958,-23.4622415,20.60818153,33.09098386,34163931_2023-02-21T06:38:57.059081Z_WS.POZA.S5.DN2.MSEED,34163931_2023-02-21T06:38:57.059081Z_WS.POZA.S5.DNZ.MSEED,-148.1490382,139.3287485,-0.97427136,-0.910282373,32.01894292,-21.94002371,20.11945896,32.00411694,,,,,250,12Z,,,"bucket0$118,:3,:25001"
34161791,2023-02-21T00:40:43.070000Z,0.18,43.2822,0.0153,13.3168,0.0136,9,1.5,1,0.4,ML,INGV,S5,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,7.329968016,2023-02-21T00:40:23.069600Z,2023-02-21T00:42:03.073600Z,3x25001,-261.6323506,208.1192936,0.510758212,0.787605297,49.61596712,-33.26692105,33.84048227,49.61333812,34161791_2023-02-21T00:40:23.069600Z_WS.POZA.S5.DN1.MSEED,-174.6419966,120.8308362,-0.050556073,-0.363125649,31.12807444,-21.3966878,20.6706753,31.12803338,34161791_2023-02-21T00:40:23.069600Z_WS.POZA.S5.DN2.MSEED,34161791_2023-02-21T00:40:23.069600Z_WS.POZA.S5.DNZ.MSEED,-151.5152401,135.9319801,1.260025333,1.714546672,31.00829859,-19.31519466,21.7661605,30.98268739,2023-02-21T00:40:44.543000Z,0.5,2023-02-21T00:40:46.094000Z,0.5,250,12Z,3,2,"bucket0$119,:3,:25001"
34168371,2023-02-21T16:49:17.010000Z,0.13,43.2928,0.0063,13.3492,0.0111,8.7,0.7,1,0.2,ML,INGV,S5,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,6.086984581,2023-02-21T16:48:57.010939Z,2023-02-21T16:50:37.014939Z,3x25001,-368.0232666,362.1450346,0.795482603,0.566507552,64.58960244,-39.4976762,41.63222128,64.58470369,34168371_2023-02-21T16:48:57.010939Z_WS.POZA.S5.DN1.MSEED,-157.4798528,155.0201835,-0.850663593,-0.228185309,33.74445783,-23.26504619,21.80714561,33.73373394,34168371_2023-02-21T16:48:57.010939Z_WS.POZA.S5.DN2.MSEED,34168371_2023-02-21T16:48:57.010939Z_WS.POZA.S5.DNZ.MSEED,-139.3607638,157.1035694,-0.519224365,-0.130426898,32.7834014,-22.16886222,21.87744194,32.77928939,,,,,250,12Z,,,"bucket0$121,:3,:25001"
34168371,2023-02-21T16:49:17.010000Z,0.13,43.2928,0.0063,13.3492,0.0111,8.7,0.7,1,0.2,ML,INGV,S6,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,6.086984581,2023-02-21T16:48:57.012769Z,2023-02-21T16:50:37.016769Z,3x25001,-228.2071066,236.5371862,-0.166932965,0.15891993,53.21734348,-35.89806935,35.21485684,53.21708166,34168371_2023-02-21T16:48:57.012769Z_WS.POZA.S6.DN1.MSEED,-124.0824307,135.3326517,-0.298513858,0.116300161,33.01599831,-21.91897105,22.15155645,33.01464878,34168371_2023-02-21T16:48:57.012769Z_WS.POZA.S6.DN2.MSEED,34168371_2023-02-21T16:48:57.012769Z_WS.POZA.S6.DNZ.MSEED,-123.5548748,126.8457662,0.583720387,0.636751728,32.81623013,-21.4016836,22.67518705,32.81103824,,,,,250,12Z,,,"bucket0$129,:3,:25001"
34163931,2023-02-21T06:39:17.060000Z,0.19,43.3347,0.0072,13.3462,0.0185,21.9,1.4,1,0.2,ML,INGV,S6,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,10.2616247,2023-02-21T06:38:57.057885Z,2023-02-21T06:40:37.061885Z,3x25001,-332.4866792,304.5303202,-1.443295842,-1.959819884,53.9982145,-37.01575679,34.09716939,53.97892242,34163931_2023-02-21T06:38:57.057885Z_WS.POZA.S6.DN1.MSEED,-121.8623297,131.5431176,0.075627964,0.333184446,32.446839,-21.70207184,21.36685107,32.44675086,34163931_2023-02-21T06:38:57.057885Z_WS.POZA.S6.DN2.MSEED,34163931_2023-02-21T06:38:57.057885Z_WS.POZA.S6.DNZ.MSEED,-119.4035516,120.9712825,-0.571895877,-0.22482855,32.04116139,-22.24798063,20.82019603,32.03605716,,,,,250,12Z,,,"bucket0$145,:3,:25001"
34161791,2023-02-21T00:40:43.070000Z,0.18,43.2822,0.0153,13.3168,0.0136,9,1.5,1,0.4,ML,INGV,S6,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,7.329968016,2023-02-21T00:40:23.072380Z,2023-02-21T00:42:03.076380Z,3x25001,-224.8782536,196.7978625,0.791024011,0.484615819,48.17693479,-31.56816399,33.53462718,48.17044039,34161791_2023-02-21T00:40:23.072380Z_WS.POZA.S6.DN1.MSEED,-156.8432858,189.7112097,-0.050471016,-0.593275101,31.29774118,-21.6269268,21.44198119,31.29770048,34161791_2023-02-21T00:40:23.072380Z_WS.POZA.S6.DN2.MSEED,34161791_2023-02-21T00:40:23.072380Z_WS.POZA.S6.DNZ.MSEED,-123.1508687,117.2392487,-0.584365931,0.047347121,31.29498697,-21.9910882,20.08367771,31.28953061,2023-02-21T00:40:44.556000Z,0.5,2023-02-21T00:40:46.091000Z,0.5,250,12Z,3,2,"bucket0$152,:3,:25001"
34166831,2023-02-21T12:48:54.240000Z,0.1,43.2767,0.0045,13.3703,0.0074,6.1,0.6,1,0.2,ML,INGV,S6,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,3.632206219,2023-02-21T12:48:34.239476Z,2023-02-21T12:50:14.243476Z,3x25001,-327.110909,310.9109636,-3.492772475,-3.591416203,54.44731446,-39.64840548,31.46452071,54.33516902,34166831_2023-02-21T12:48:34.239476Z_WS.POZA.S6.DN1.MSEED,-145.8432757,135.6070709,-1.394519752,-1.612504737,32.47847539,-22.64615643,20.42275155,32.44852352,34166831_2023-02-21T12:48:34.239476Z_WS.POZA.S6.DN2.MSEED,34166831_2023-02-21T12:48:34.239476Z_WS.POZA.S6.DNZ.MSEED,-132.3436667,157.1056582,0.146357478,-0.143621275,32.32144074,-21.17336261,21.89481405,32.32110937,,,,,250,12Z,,,"bucket0$153,:3,:25001"
34174291,2023-02-22T10:17:10.070000Z,0.12,43.2792,0.0045,13.3587,0.0074,6.8,0.6,1,0.3,ML,INGV,S2,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,4.432832318,2023-02-22T10:16:50.066508Z,2023-02-22T10:18:30.070508Z,3x25001,-1914.056516,1646.63995,-1.857914934,-0.996726186,122.8217773,-64.09741263,60.10185552,122.8077242,34174291_2023-02-22T10:16:50.066508Z_WS.POZA.S2.DN1.MSEED,-383.5050808,419.7802214,0.289407946,0.108836851,46.22252952,-29.93921142,31.15841509,46.22162349,34174291_2023-02-22T10:16:50.066508Z_WS.POZA.S2.DN2.MSEED,34174291_2023-02-22T10:16:50.066508Z_WS.POZA.S2.DNZ.MSEED,-350.3324948,308.7114775,0.90789435,0.203949471,40.84127743,-24.83000133,26.24659427,40.83118502,,,,,250,12Z,,,"bucket0$204,:3,:25001"
34172441,2023-02-22T06:35:42.490000Z,0.22,43.2965,0.0081,13.3582,0.0136,8.5,0.7,1,0.1,ML,INGV,S2,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,6.019659603,2023-02-22T06:35:22.489637Z,2023-02-22T06:37:02.493637Z,3x25001,-883.1054486,819.6177641,0.753220424,0.307982367,123.7341898,-61.79165171,63.40866881,123.7318972,34172441_2023-02-22T06:35:22.489637Z_WS.POZA.S2.DN1.MSEED,-261.7282036,258.1035807,-0.856344406,-0.309777682,45.59280705,-30.35806475,28.73650182,45.58476422,34172441_2023-02-22T06:35:22.489637Z_WS.POZA.S2.DN2.MSEED,34172441_2023-02-22T06:35:22.489637Z_WS.POZA.S2.DNZ.MSEED,-200.7130794,174.8878822,-1.541472702,-1.38903396,39.51977015,-27.43167875,23.64491685,39.48969605,,,2023-02-22T06:35:46.093000Z,1.5,250,12Z,,3,"bucket0$205,:3,:25001"
34171961,2023-02-22T05:09:45.560000Z,0.08,43.2843,0.0045,13.3257,0.0062,7.6,0.6,1,0.3,ML,INGV,S2,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,6.840179315,2023-02-22T05:09:25.558561Z,2023-02-22T05:11:05.562561Z,3x25001,-327.3050843,381.8297145,0.709060435,0.220528366,64.34187282,-41.84659593,43.28870503,64.33796571,34171961_2023-02-22T05:09:25.558561Z_WS.POZA.S2.DN1.MSEED,-159.3735024,191.1875383,0.838042108,0.882993818,37.89961314,-25.15869577,26.92468341,37.89034655,34171961_2023-02-22T05:09:25.558561Z_WS.POZA.S2.DN2.MSEED,34171961_2023-02-22T05:09:25.558561Z_WS.POZA.S2.DNZ.MSEED,-121.7675268,157.6712745,0.630319842,0.406711722,33.23446567,-21.60115712,23.45384103,33.22848786,,,,,250,12Z,,,"bucket0$207,:3,:25001"
34174291,2023-02-22T10:17:10.070000Z,0.12,43.2792,0.0045,13.3587,0.0074,6.8,0.6,1,0.3,ML,INGV,S3,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,4.432832318,2023-02-22T10:16:50.066271Z,2023-02-22T10:18:30.070271Z,3x25001,-797.0228835,660.3087708,-0.709067445,-0.748768663,68.57644719,-38.80977308,37.31223576,68.57278128,34174291_2023-02-22T10:16:50.066271Z_WS.POZA.S3.DN1.MSEED,-213.242963,209.4337279,0.591814406,0.098681195,35.86942433,-21.93688852,24.13683325,35.86454178,34174291_2023-02-22T10:16:50.066271Z_WS.POZA.S3.DN2.MSEED,34174291_2023-02-22T10:16:50.066271Z_WS.POZA.S3.DNZ.MSEED,-220.6032575,248.1337823,-1.187462422,-1.258164763,36.27309867,-25.29870482,21.77368131,36.25365665,,,,,250,12Z,,,"bucket0$209,:3,:25001"
34171961,2023-02-22T05:09:45.560000Z,0.08,43.2843,0.0045,13.3257,0.0062,7.6,0.6,1,0.3,ML,INGV,S3,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,6.840179315,2023-02-22T05:09:25.559932Z,2023-02-22T05:11:05.563932Z,3x25001,-224.8539095,238.8874205,1.094994284,1.508101909,48.583017,-31.54477507,33.55897131,48.5706756,34171961_2023-02-22T05:09:25.559932Z_WS.POZA.S3.DN1.MSEED,-131.237111,137.1920246,0.829411647,0.974396859,32.59342874,-21.06117286,23.00948897,32.58287393,34171961_2023-02-22T05:09:25.559932Z_WS.POZA.S3.DN2.MSEED,34171961_2023-02-22T05:09:25.559932Z_WS.POZA.S3.DNZ.MSEED,-139.1611026,126.2629656,0.852813958,1.062645092,32.06853419,-20.97579023,22.10766967,32.05719254,,,,,250,12Z,,,"bucket0$210,:3,:25001"
34172441,2023-02-22T06:35:42.490000Z,0.22,43.2965,0.0081,13.3582,0.0136,8.5,0.7,1,0.1,ML,INGV,S3,"{'Z': (0.0, 90.0), '1': (90.0, 0.0), '2': (180.0, 0.0)}",3.90E-06,6.019659603,2023-02-22T06:35:22.488754Z,2023-02-22T06:37:02.492754Z,3x25001,-400.6360624,353.569973,-0.369690528,0.004581142,66.27840444,-41.06149078,40.0686455,66.2773734,34172441_2023-02-22T06:35:22.488754Z_WS.POZA.S3.DN1.MSEED,-209.3706744,222.3197862,0.586552189,0.965902239,36.67801257,-23.07272742,24.00252432,36.67332222,34172441_2023-02-22T06:35:22.488754Z_WS.POZA.S3.DN2.MSEED,34172441_2023-02-22T06:35:22.488754Z_WS.POZA.S3.DNZ.MSEED,-270.9532782,284.9288089,-1.229589148,-1.52500057,36.47849687,-24.55684664,22.51553949,36.45776796,,,2023-02-22T06:35:46.045000Z,1.5,250,12Z,,3,"bucket0$213,:3,:25001"
34174291,2023-02-22T10:17:10.070000Z,0.12,43.2792,0.0045,13.3587,0.0074,6.8,0.6,1,0.3,ML,INGV,S4,"{'Z': (0.0, 90.0), '1': (0.0, 0.0), '2': (90.0, 0.0)}",3.90E-06,4.432832318,2023-02-22T10:16:50.069865Z,2023-02-22T10:18:30.073865Z,3x25001,-897.0438091,868.7800901,-0.198271085,-0.610966155,81.92086983,-40.67407531,40.45510577,81.9206299,34174291_2023-02-22T10:16:50.069865Z_WS.POZA.S4.DN1.MSEED,-149.8483231,166.6580719,0.680305541,0.39358986,32.7687741,-20.63997229,22.42820437,32.7617115,34174291_2023-02-22T10:16:50.069865Z_WS.POZA.S4.DN2.MSEED,34174291_2023-02-22T10:16:50.069865Z_WS.POZA.S4.DNZ.MSEED,-248.7738327,244.0190304,0.082554734,0.648680847,36.32611758,-23.40714245,23.66524368,36.32602377,,,,,250,12Z,,,"bucket0$220,:3,:25001"
