file_name,sensor_distance_km,snr_2_5,snr_5_5
34199461_2023-02-25T12.50.56.138741Z_WS.POZA.S4.DN1.MSEED,6.744130370438421,7.75364036308654,7.769368018354332
34199461_2023-02-25T12.50.56.139848Z_WS.POZA.S5.DN1.MSEED,6.744130370438421,4.058966586628159,4.230382415815017
34199461_2023-02-25T12.50.56.141260Z_WS.POZA.S3.DN1.MSEED,6.744130370438421,4.554798727295389,4.601075628110624
34199461_2023-02-25T12.50.56.142243Z_WS.POZA.S6.DN1.MSEED,6.744130370438421,3.6104015742507034,3.688098577355424
34199461_2023-02-25T12.50.56.142459Z_WS.POZA.S2.DN1.MSEED,6.744130370438421,3.6425398277293026,4.3580233977740725
34199941_2023-02-25T13.19.38.781260Z_WS.POZA.S3.DN1.MSEED,5.255477713098805,0.7749611344615227,0.8864584108750138
34203481_2023-02-25T23.45.54.827297Z_WS.POZA.S6.DN1.MSEED,7.064415131178872,2.2650651013740464,2.291746256369914
34203481_2023-02-25T23.45.54.827644Z_WS.POZA.S3.DN1.MSEED,7.064415131178872,2.833114445250673,2.9666030167354176
34203481_2023-02-25T23.45.54.828599Z_WS.POZA.S5.DN1.MSEED,7.064415131178872,1.5760428483258926,1.540462453677719
34203481_2023-02-25T23.45.54.829713Z_WS.POZA.S2.DN1.MSEED,7.064415131178872,2.0423788292206466,1.941661144829485
34203481_2023-02-25T23.45.54.829792Z_WS.POZA.S4.DN1.MSEED,7.064415131178872,2.4461355170710553,2.348761599823256
34234551_2023-03-03T11.35.50.317154Z_WS.POZA.S3.DN1.MSEED,6.855154099440065,1.176108811327498,1.1426114975580226
34242021_2023-03-04T18.10.02.196699Z_WS.POZA.S3.DN1.MSEED,7.063871132045142,2.8665834356810054,2.7822531417246896
34242021_2023-03-04T18.10.02.196749Z_WS.POZA.S6.DN1.MSEED,7.063871132045142,2.6318579045695394,2.7041084874982086
34242021_2023-03-04T18.10.02.196990Z_WS.POZA.S2.DN1.MSEED,7.063871132045142,4.1823837737872545,4.075060618443881
34242021_2023-03-04T18.10.02.197355Z_WS.POZA.S4.DN1.MSEED,7.063871132045142,4.223299598672298,4.306856153032646
34242021_2023-03-04T18.10.02.199410Z_WS.POZA.S5.DN1.MSEED,7.063871132045142,3.392605807480508,3.562938728961073
34286841_2023-03-09T09.20.27.819598Z_WS.POZA.S3.DN1.MSEED,6.821079909743072,1.0821824503496673,1.07490682583449
34286841_2023-03-09T09.20.27.820128Z_WS.POZA.S2.DN1.MSEED,6.821079909743072,1.2831508603134634,1.257860163920378
34286841_2023-03-09T09.20.27.820537Z_WS.POZA.S5.DN1.MSEED,6.821079909743072,1.169372690542953,1.1813727581356168
34286841_2023-03-09T09.20.27.820646Z_WS.POZA.S4.DN1.MSEED,6.821079909743072,1.1419382725378875,1.2316532523024448
34286841_2023-03-09T09.20.27.822731Z_WS.POZA.S6.DN1.MSEED,6.821079909743072,1.0663507512879418,1.0341987010267322
34302281_2023-03-10T02.12.24.010913Z_WS.POZA.S6.DN1.MSEED,6.587049105570874,6.954415802551566,7.146498168805446
34302281_2023-03-10T02.12.24.011676Z_WS.POZA.S5.DN1.MSEED,6.587049105570874,9.32834991481367,9.379165082032962
34302281_2023-03-10T02.12.24.011947Z_WS.POZA.S2.DN1.MSEED,6.587049105570874,10.398203034691075,10.409877137007973
34302281_2023-03-10T02.12.24.012759Z_WS.POZA.S4.DN1.MSEED,6.587049105570874,11.418383701035843,11.04652876517262
34302281_2023-03-10T02.12.24.013111Z_WS.POZA.S3.DN1.MSEED,6.587049105570874,9.304007909410082,9.232218803071888
34464921_2023-03-26T00.06.58.758495Z_WS.POZA.S6.DN1.MSEED,7.097273458185431,2.515920641760462,2.5957291893904832
34464921_2023-03-26T00.06.58.760415Z_WS.POZA.S2.DN1.MSEED,7.097273458185431,2.8796089150526725,2.8033610648756255
34464921_2023-03-26T00.06.58.761423Z_WS.POZA.S5.DN1.MSEED,7.097273458185431,2.372362630235757,2.5060015336867307
34464921_2023-03-26T00.06.58.762119Z_WS.POZA.S3.DN1.MSEED,7.097273458185431,3.32560096201946,3.428666871227267
34465651_2023-03-26T04.13.59.980417Z_WS.POZA.S2.DN1.MSEED,5.24165492121075,1.4394549190480321,1.4695027846034503
34465651_2023-03-26T04.13.59.981926Z_WS.POZA.S3.DN1.MSEED,5.24165492121075,1.4358650312371326,1.3617712682955387
34469021_2023-03-26T11.53.56.208154Z_WS.POZA.S2.DN1.MSEED,5.357961823562386,1.403531676383971,1.7154919323938895
34469021_2023-03-26T11.53.56.208769Z_WS.POZA.S3.DN1.MSEED,5.357961823562386,1.3201696923151316,1.4934929527873992
34491411_2023-03-28T03.31.54.128271Z_WS.POZA.S5.DN1.MSEED,9.302178656582578,1.0345367936727317,1.0860008403610388
34491411_2023-03-28T03.31.54.128524Z_WS.POZA.S6.DN1.MSEED,9.302178656582578,1.0647108365667426,1.0569750354416543
34491411_2023-03-28T03.31.54.129354Z_WS.POZA.S2.DN1.MSEED,9.302178656582578,1.0994657222726743,1.1110439577831301
34491411_2023-03-28T03.31.54.130204Z_WS.POZA.S3.DN1.MSEED,9.302178656582578,1.1280449208427739,1.194667281964872
34674981_2023-04-13T23.18.18.486965Z_WS.POZA.S3.DN1.MSEED,21.400822889751964,1.581999250561768,1.5875771490367414
34674981_2023-04-13T23.18.18.487000Z_WS.POZA.S4.DN1.MSEED,21.400822889751964,1.7677777297230866,1.7345298521672539
34674981_2023-04-13T23.18.18.489840Z_WS.POZA.S2.DN1.MSEED,21.400822889751964,1.477841215258477,1.4209294253412617
34674981_2023-04-13T23.18.18.489861Z_WS.POZA.S5.DN1.MSEED,21.400822889751964,1.1824864269083406,1.159082218099331
34674981_2023-04-13T23.18.18.490349Z_WS.POZA.S6.DN1.MSEED,21.400822889751964,1.2794660464201175,1.2499380241089464
34692381_2023-04-15T13.17.55.539433Z_WS.POZA.S6.DN1.MSEED,5.563678417541914,1.3224529383324553,1.2655387754911622
34692381_2023-04-15T13.17.55.539436Z_WS.POZA.S5.DN1.MSEED,5.563678417541914,1.339721434833064,1.2923163394581023
34692381_2023-04-15T13.17.55.540100Z_WS.POZA.S4.DN1.MSEED,5.563678417541914,1.6804776985220524,1.6634824402633603
34692381_2023-04-15T13.17.55.541619Z_WS.POZA.S2.DN1.MSEED,5.563678417541914,1.7420069369787199,1.7207001955396788
34692381_2023-04-15T13.17.55.542715Z_WS.POZA.S3.DN1.MSEED,5.563678417541914,1.283996361836364,1.249840786159338
34836221_2023-04-28T20.50.39.467773Z_WS.POZA.S4.DN1.MSEED,7.394851381889606,7.021290328771761,7.186888941654035
34836221_2023-04-28T20.50.39.470042Z_WS.POZA.S5.DN1.MSEED,7.394851381889606,6.920035025823609,7.180108216930759
34836221_2023-04-28T20.50.39.470238Z_WS.POZA.S3.DN1.MSEED,7.394851381889606,8.57055584473771,8.32967334716358
34836221_2023-04-28T20.50.39.470291Z_WS.POZA.S2.DN1.MSEED,7.394851381889606,6.692854880649767,6.7338272813494955
35419441_2023-06-30T04.10.40.107451Z_WS.POZA.S5.DN1.MSEED,33.3599446977543,1.2656207073216064,1.2318404382644972
35419441_2023-06-30T04.10.40.107601Z_WS.POZA.S2.DN1.MSEED,33.3599446977543,1.5456196032973715,1.5910389276134838
35419441_2023-06-30T04.10.40.108520Z_WS.POZA.S6.DN1.MSEED,33.3599446977543,1.3085870084253868,1.3160871316998495
35419441_2023-06-30T04.10.40.108841Z_WS.POZA.S3.DN1.MSEED,33.3599446977543,1.2047197373078478,1.2230443268973428
35419441_2023-06-30T04.10.40.109398Z_WS.POZA.S4.DN1.MSEED,33.3599446977543,1.9731250197693502,1.889943864689223
