Before Mean,Before Median,Before Mode,Before Std Dev,Before Skewness,Before Kurtosis,Before Variance,Before Max,Before Min,Before Z-Score,Before Mean MER,Before Max MER,After Mean,After Median,After Mode,After Std Dev,After Skewness,After Kurtosis,After Variance,After Max,After Min,After Z-Score,After Mean MER,After Max MER,earthquake
-1.16e-05,-4.98e-05,-0.001028471,0.001245281,0.191695226,-0.506642854,1.55e-06,0.003346985,-0.002794231,0.0,0.103758311,0.475211514,-0.000118357,-0.000452768,0.005457699,0.01217185,0.482836328,1.981795391,0.000148154,0.042803392,-0.037568298,3.55e-18,0.235973728,0.500191349,1
0.00022753,0.000222765,0.00052965,0.001187119,-0.060257899,-0.336944676,1.41e-06,0.003101277,-0.003385478,-7.11e-18,0.103758311,0.475211514,0.000165651,-0.000123067,-0.002041977,0.005165486,0.048480857,1.452115588,2.67e-05,0.019068088,-0.018315673,-1.6e-17,0.235973728,0.500191349,1
-8.74e-05,-2.6e-05,0.000203567,0.001385097,-0.13049709,0.125579482,1.92e-06,0.003811224,-0.004594149,-2.84e-17,0.102161832,0.475211514,-0.00027836,-0.000544319,0.002622337,0.008013094,-0.048952687,1.442884867,6.42e-05,0.025650434,-0.026816379,-3.55e-18,0.236018415,0.500191349,1
4.61e-05,-2.98e-05,-0.000240636,0.001250278,0.177913128,-0.292388753,1.56e-06,0.004134234,-0.003042427,-7.11e-18,0.103758311,0.475211514,-0.000109013,-0.000336684,-0.002121772,0.010624941,0.145568851,0.778964342,0.000112889,0.030234696,-0.031176296,-3.02e-17,0.235973728,0.500191349,1
0.000130237,0.000132242,-0.000329257,0.001156172,0.023498219,0.397767784,1.34e-06,0.004161573,-0.00328449,0.0,0.097372117,0.475211514,5.22e-05,-0.000194556,0.000553916,0.00650927,0.087130318,1.444128998,4.24e-05,0.024043512,-0.019250716,8.88e-18,0.236128798,0.500191349,1
0.000128931,8.92e-05,-0.000486533,0.001216116,-0.075776058,-0.435896213,1.48e-06,0.002929028,-0.003020092,0.0,7.56e-05,0.000101973,4.02e-05,5.05e-05,-0.001561217,0.002291567,-0.045837524,-0.019047382,5.25e-06,0.00665206,-0.006244143,1.42e-17,0.255034594,0.700058577,1
-7.82e-05,-8.96e-05,-7.03e-05,0.001254043,0.289285547,0.056713882,1.57e-06,0.00399767,-0.002603874,1.07e-17,7.47e-05,0.000101504,6.08e-05,8.31e-05,0.000390013,0.001554891,-0.077084505,-0.025646487,2.42e-06,0.004650093,-0.004292914,7.11e-18,0.264424203,0.741010822,1
7.84e-06,4.58e-05,-0.00068332,0.001105678,-0.197102608,-0.149918297,1.22e-06,0.002656106,-0.003100918,3.55e-18,7.39e-05,0.000101501,-0.000107158,-3.09e-05,0.000545392,0.001518309,-0.162898958,-0.094026867,2.31e-06,0.003384665,-0.004483073,-1.42e-17,0.274186445,0.744198826,1
1.91e-05,-2.3e-05,-0.000560634,0.001285251,-0.020535788,-0.484967295,1.65e-06,0.002702656,-0.003170329,3.2e-17,7.47e-05,0.000101504,-8.68e-05,-4.23e-05,-0.001481289,0.001976814,0.027671675,0.098336821,3.91e-06,0.005235044,-0.006279004,-2.13e-17,0.264424203,0.741010822,1
4.02e-05,4.22e-05,-0.000187956,0.001322365,-0.097897979,-0.583384749,1.75e-06,0.003458355,-0.002759583,3.55e-17,7.58e-05,0.000109151,1.46e-05,4.14e-06,0.000272372,0.00145439,-0.036183803,-0.370273993,2.12e-06,0.003650451,-0.003834267,1.78e-17,0.253614535,0.691208103,1
-3.01e-06,4.44e-05,-1.3e-05,0.001135339,-0.10726682,0.247244422,1.29e-06,0.003211067,-0.003198967,-7.11e-18,7.92e-05,0.000118538,1.44e-05,0.001253503,-0.012909187,0.011871731,-0.150099891,0.707944572,0.000140938,0.037370777,-0.043422587,2.49e-17,0.336522102,0.903123801,1
-0.000108945,-0.000149749,-0.000456634,0.001161231,0.280500072,0.193704292,1.35e-06,0.004225121,-0.002990193,7.11e-18,7.92e-05,0.000118538,0.000177049,0.000713512,-0.007403716,0.012684475,-0.133215164,0.52764948,0.000160896,0.037618204,-0.041294609,8.88e-18,0.336522102,0.903123801,1
5.59e-06,-0.000146018,-0.000146018,0.001207237,0.264314155,-0.332164282,1.46e-06,0.003538947,-0.002947808,1.78e-17,7.91e-05,0.000118538,9.76e-05,0.000218848,-0.020833823,0.016001399,0.104693081,0.421037636,0.000256045,0.048637003,-0.041943302,1.07e-17,0.33661788,0.903123801,1
2.64e-06,-6.71e-05,-0.000105704,0.001283926,0.02311665,-0.18819505,1.65e-06,0.003271203,-0.003330341,-7.11e-18,7.93e-05,0.000118538,0.000734111,0.002139125,-0.018529353,0.028029987,-0.170485767,1.493773437,0.00078568,0.085715538,-0.086887427,-1.95e-17,0.336599631,0.903123801,1
8.48e-05,4.96e-05,0.001623309,0.001217159,0.157327435,-0.54931562,1.48e-06,0.00338907,-0.002521982,-8.88e-19,7.92e-05,0.000118538,-0.00028009,-0.000640847,-0.044051035,0.027962739,0.254681547,1.143923775,0.000781915,0.103105064,-0.07675187,0.0,0.336522102,0.903123801,1
-2.59e-05,7.14e-05,-0.001559992,0.001246194,-0.212657006,-0.395124176,1.55e-06,0.00300756,-0.003402474,-3.55e-17,7.89e-05,0.000118538,-1.76e-05,5.23e-05,-0.00148327,0.00396204,-0.123465391,0.746581014,1.57e-05,0.013677674,-0.013496886,-7.11e-18,0.339150999,0.903123801,1
-2.11e-05,-5.79e-05,-0.000939943,0.001170761,-0.023707743,-0.255243366,1.37e-06,0.003358791,-0.003281406,-8.88e-18,7.89e-05,0.000118538,-7.59e-05,-5.74e-05,-0.000902461,0.005344067,0.05504232,2.41153769,2.86e-05,0.020975402,-0.0189794,1.42e-17,0.339150999,0.903123801,1
-9.55e-05,-8.13e-05,-5.17e-06,0.001195874,-0.074814279,-0.063292813,1.43e-06,0.003103505,-0.003919713,7.11e-18,7.84e-05,0.000118538,-3.27e-05,-0.00011996,-0.000158613,0.004041438,-0.110376388,1.048610617,1.63e-05,0.012354569,-0.01493478,-2.66e-18,0.343206805,0.903123801,1
-1.16e-05,-2.18e-06,5.52e-05,0.001182373,0.136887902,-0.333203218,1.4e-06,0.003087171,-0.003284209,0.0,7.92e-05,0.000118538,0.000127761,-0.00032839,-0.002746574,0.008279642,0.23027834,1.216432485,6.86e-05,0.029609307,-0.024624438,-1.6e-17,0.337827876,0.903123801,1
2.49e-05,6.15e-05,0.000292245,0.001217458,0.15607686,0.172057283,1.48e-06,0.003630499,-0.003507508,1.42e-17,7.55e-05,0.000101973,-2.17e-06,2.28e-05,-0.000322696,0.00276124,-0.404723156,2.504746153,7.62e-06,0.009963812,-0.011184321,-7.11e-18,0.256625804,0.717652519,1
0.000114702,0.000163951,0.001123846,0.001278185,-0.20130209,0.034055984,1.63e-06,0.003772194,-0.004019408,0.0,7.61e-05,0.000128061,-0.000171945,-0.000238982,-0.002330954,0.003499379,0.324893527,1.077304915,1.22e-05,0.01282999,-0.008510239,8.88e-18,0.252359133,0.691208103,1
8.76e-05,0.000170583,0.000170583,0.001404475,-0.087493989,-0.416763328,1.97e-06,0.003586144,-0.00362917,7.11e-18,7.72e-05,0.000118538,0.000124578,9.33e-05,-0.002017438,0.002040789,0.053217882,0.106974036,4.16e-06,0.007232454,-0.006124076,-8.88e-18,0.33123841,0.903123801,1
9.7e-05,8.98e-05,-0.000428239,0.00133223,-0.04227829,0.075225911,1.77e-06,0.004100659,-0.003729011,-4.26e-17,7.37e-05,0.000110304,9.65e-05,3.21e-05,0.001912638,0.002466759,0.105801765,-0.388072952,6.08e-06,0.006595565,-0.005993753,-3.2e-17,0.309245524,0.903123801,1
4.93e-05,6.05e-05,-0.000169108,0.00107448,-0.322064879,-0.330490072,1.15e-06,0.002555376,-0.002625361,4.26e-17,0.015500224,0.211443774,0.000325042,0.000348614,0.000712894,0.001238068,0.075656876,0.587949993,1.53e-06,0.004704743,-0.003124342,2.13e-17,0.254051471,0.500191349,1
9.46e-05,5.96e-05,-0.000995756,0.001104976,-0.011405898,-0.358762116,1.22e-06,0.003226257,-0.002761517,3.55e-18,0.006683443,0.179731338,0.000211568,4.03e-05,4.03e-05,0.001275515,0.405080013,0.216628484,1.63e-06,0.004377662,-0.002722863,-2.13e-17,0.254856849,0.500191349,1
6.5e-05,2.3e-05,-0.000514662,0.001090146,0.015248957,-0.301648764,1.19e-06,0.003092995,-0.002817472,1.42e-17,0.045085717,0.470729545,9.03e-05,0.000253722,0.001059588,0.001412724,-0.312808803,-0.066548467,2e-06,0.003745419,-0.00400753,1.42e-17,0.245165788,0.500191349,1
2.83e-05,6.77e-05,-0.000181449,0.0011212,-0.253173355,0.265605568,1.26e-06,0.003119323,-0.003597596,0.0,0.038093438,0.402481948,0.000230215,0.000278878,0.001622379,0.002025692,0.160060452,0.272437348,4.1e-06,0.00714924,-0.005017818,1.78e-18,0.246844317,0.500191349,1
-0.000320657,-0.000283566,-0.000897337,0.0011396,-0.189245366,0.211114315,1.3e-06,0.002518225,-0.004543647,2.84e-17,0.17019996,0.415799787,-0.000306065,-0.000225879,-0.001434971,0.002446758,-0.110760527,-0.163346678,5.99e-06,0.006356631,-0.006501504,-3.55e-18,0.03141248,0.05419567,1
-4.66e-05,-2.94e-05,9.23e-06,0.001282452,0.079572853,-0.031598409,1.64e-06,0.003731679,-0.00379052,1.42e-17,0.168084535,0.415799787,-8.7e-05,-0.000182863,-0.000605709,0.001982588,0.067727306,0.309020165,3.93e-06,0.006418681,-0.005249981,2.13e-17,0.031366419,0.05419567,1
-5.86e-05,-3e-05,-0.000797248,0.001142893,-0.051380659,0.120671359,1.31e-06,0.003194601,-0.003330808,-3.55e-18,0.174054643,0.415799787,-0.00010224,-0.00022096,-0.001564461,0.001740418,0.253948814,0.094477361,3.03e-06,0.005420103,-0.004674308,1.6e-17,0.031450831,0.05419567,1
7.47e-05,0.000107489,6.88e-05,0.001243161,-0.104881591,0.028846351,1.55e-06,0.003332126,-0.003577475,-3.2e-17,0.182202982,0.472272457,-7.65e-05,-4.6e-05,6.88e-05,0.001632113,-0.023388592,-0.31761458,2.66e-06,0.0037538,-0.004152591,0.0,0.031298396,0.05419567,1
-0.000126031,-0.000126528,-0.00081702,0.001181574,0.030014053,-0.044561422,1.4e-06,0.003596504,-0.002966387,1.42e-17,0.184737517,0.477246025,-0.00017361,-0.000126528,-8.79e-05,0.001688858,-0.008885632,-0.043534521,2.85e-06,0.004095485,-0.005384571,1.07e-17,0.03127506,0.05419567,1
-0.000170706,-0.000126721,-0.000126721,0.00130397,-0.055486787,0.330125595,1.7e-06,0.004133945,-0.003926474,0.0,0.002004163,0.07067375,-7.86e-05,-0.000126721,-0.001853828,0.001774197,-0.082869483,0.240657586,3.15e-06,0.004556205,-0.005461485,3.55e-18,0.250985432,0.500191349,1
0.000122417,0.000171898,0.000344667,0.001174817,-0.363528471,0.290097151,1.38e-06,0.003453343,-0.003224336,-2.84e-17,0.001373512,0.035792132,-7.75e-06,-7.7e-05,-0.000845391,0.001655849,0.009469631,0.145988951,2.74e-06,0.004604748,-0.004990683,-1.02e-17,0.249601817,0.500191349,1
-5.61e-05,-4.43e-05,-0.001272975,0.00123274,-0.022015187,0.352134501,1.52e-06,0.00363953,-0.004420304,-7.11e-18,0.001547222,0.043500171,0.000135094,5.12e-05,0.00291097,0.002571994,0.142308402,0.155968712,6.62e-06,0.008283802,-0.006492365,-5.33e-18,0.250043197,0.500191349,1
-2.22e-05,-6.24e-06,0.000185854,0.001272659,0.179704245,1.300134279,1.62e-06,0.00486878,-0.005225632,-1.42e-17,0.00172176,0.043707387,-1.96e-05,0.000109133,-0.001157647,0.001896604,-0.148365534,0.098915077,3.6e-06,0.004791473,-0.005417728,2.84e-17,0.250505374,0.500191349,1
0.00019111,0.000238609,0.000238609,0.001275043,-0.05296879,-0.060110079,1.63e-06,0.003385939,-0.003292326,-7.99e-18,0.002415483,0.102904091,4.05e-05,0.000181215,0.000430705,0.002988968,0.113552169,-0.197979351,8.93e-06,0.009258338,-0.006785194,3.55e-18,0.251581687,0.500191349,1
-7e-05,-9.97e-05,-0.000868117,0.001102643,0.096884365,0.389896824,1.22e-06,0.003507924,-0.003516465,8.88e-19,7.35e-05,9.88e-05,0.00012732,0.000552105,-0.004283678,0.024452968,0.154367975,1.008159541,0.000597948,0.076931945,-0.067191613,1.24e-17,0.281400003,0.845922993,1
-1.05e-05,8.22e-05,-0.000263374,0.001248731,-0.071387516,-0.262119903,1.56e-06,0.003573861,-0.003373221,3.55e-18,7.35e-05,9.88e-05,0.000401737,6.23e-05,-0.007441206,0.012168516,0.302619377,1.92787484,0.000148073,0.042110198,-0.041255963,-6.22e-18,0.283329273,0.891450905,1
-5.18e-05,-0.000134326,0.000326587,0.001173599,0.124325203,-0.159400845,1.38e-06,0.003013004,-0.003166281,0.0,7.35e-05,9.88e-05,9.23e-05,-3.83e-05,-0.021244391,0.024007,0.436381651,0.998747627,0.000576336,0.084344002,-0.066189005,3.55e-17,0.281400003,0.845922993,1
0.000121389,6.29e-05,0.000447128,0.001199457,0.279822697,-0.094019251,1.44e-06,0.0037479,-0.002738855,3.55e-17,7.35e-05,9.88e-05,-0.000119626,-0.001069142,0.009850463,0.013594734,0.244798065,3.408471522,0.000184817,0.059132464,-0.04964074,-8.88e-18,0.28532012,0.903123801,1
-0.00077105,-0.000709224,-0.001169551,0.001150874,-0.264872869,-0.030256761,1.32e-06,0.002630202,-0.004086131,5.68e-17,0.031446003,0.05419567,-0.000632891,-0.000709224,-0.000402338,0.002278109,0.369017348,0.118386918,5.19e-06,0.006622051,-0.005621728,2.13e-17,0.025539831,0.051733427,1
2.19e-05,9.73e-05,0.000404179,0.001270857,0.103347788,0.068211854,1.62e-06,0.003858393,-0.003319439,3.55e-17,0.031041458,0.05419567,0.000130859,6.6e-07,0.002553546,0.002381322,-0.005111643,0.041194409,5.67e-06,0.006774973,-0.006888442,3.73e-17,0.0259142,0.051733427,1
-0.00028686,-0.000345218,-0.000863526,0.001194068,0.075543501,-0.105056342,1.43e-06,0.002782785,-0.003703384,-4.97e-17,0.031279032,0.05419567,-0.000246792,-0.000345218,-0.001822834,0.002185286,0.142716091,-0.232250935,4.78e-06,0.006774634,-0.00577603,-7.11e-18,0.025245177,0.051733427,1
-0.000184598,-0.000152588,0.001382423,0.00126654,-0.085138136,-0.052967929,1.6e-06,0.003224905,-0.003684109,1.78e-17,0.031279032,0.05419567,-0.000137796,-5.68e-05,-0.002916311,0.003722167,0.055909009,-0.169615179,1.39e-05,0.010824412,-0.00982474,1.42e-17,0.025245177,0.051733427,1
-0.000270124,-0.000255843,-0.000908267,0.001229029,-0.127755124,0.319126338,1.51e-06,0.003505256,-0.004247693,5.33e-18,0.03141248,0.05419567,-1.3e-05,0.000127763,-0.00117767,0.003090134,0.139160566,-0.240825598,9.55e-06,0.008725817,-0.007816696,-7.11e-18,0.025455877,0.051733427,1
-4.3e-06,-0.000100411,-0.000292319,0.001704706,-0.005781626,0.100267756,2.91e-06,0.004006434,-0.006049577,-2.13e-17,1.052000664,1.373844829,0.000183921,0.00016826,-0.001213482,0.0019115,0.028217102,-0.354489996,3.65e-06,0.005196268,-0.004936509,-4.26e-17,0.999548325,1.315589231,0
-2.33e-05,-4.46e-06,-0.000944807,0.001857888,0.071931405,-0.481821038,3.45e-06,0.005464939,-0.004667839,-2.84e-17,1.035358647,1.226879079,-0.000118374,-2.36e-05,-0.002480079,0.001860718,0.207525824,0.645158108,3.46e-06,0.007192117,-0.006433393,7.11e-18,1.033577893,1.423035971,0
-0.000146623,-0.000215557,-0.00228817,0.001794832,0.151072819,-0.46588641,3.22e-06,0.004198342,-0.004552693,-2.84e-17,0.971698234,1.207887805,0.00013602,0.00016826,0.000360169,0.001902634,-0.060544516,0.232450471,3.62e-06,0.005004359,-0.005780906,7.11e-18,1.032806134,1.331224191,0
-5.38e-05,1.31e-05,0.000128245,0.001209027,0.059671669,-0.187103028,1.46e-06,0.003429072,-0.003057436,0.0,0.949999417,1.265660733,0.000135155,0.000205012,-0.000217193,0.001090519,-0.34961614,0.373927894,1.19e-06,0.002930109,-0.00351802,-3.24e-17,1.137468282,1.607673196,0
2.65e-05,5.15e-05,5.15e-05,0.001159968,-0.015548488,-0.012241871,1.35e-06,0.003659364,-0.00351802,-2.13e-17,0.92990343,1.396196138,0.000131777,0.000185818,-0.000524243,0.001252376,0.008317274,-0.343866413,1.57e-06,0.00319878,-0.00294229,0.0,0.951609388,1.119120517,0
-4.83e-05,-2.53e-05,-0.000140426,0.001174004,-0.078286855,-0.133410926,1.38e-06,0.003083643,-0.003172582,6.22e-18,1.024573913,1.379318198,-8.1e-05,-0.000159615,-0.000178805,0.001135102,0.167936419,0.231399677,1.29e-06,0.00346746,-0.002903911,-1.78e-17,1.018352325,1.504502993,0
-0.000107536,-0.000147473,-0.000607801,0.001226496,0.22287548,-0.065260578,1.5e-06,0.003268088,-0.00291061,2.13e-17,1.010867208,1.311695048,-0.000128277,-0.000128146,-0.0010693,0.001167532,0.068212349,0.560534551,1.36e-06,0.00365228,-0.003256149,-7.11e-18,0.899612699,1.211438717,0
-7.76e-05,-1.34e-05,-0.00083855,0.001127404,-0.089586691,0.15905654,1.27e-06,0.003153299,-0.003985879,-3.91e-17,1.067903969,1.615992977,0.000145296,8.21e-05,0.000658393,0.00117586,0.233212413,-0.292670712,1.38e-06,0.003537491,-0.002450283,-2.49e-17,0.985048785,1.391295113,0
7.67e-05,0.000159412,-0.000646454,0.001302946,-0.293421573,-0.250699699,1.7e-06,0.003384049,-0.004100669,-3.55e-17,0.953990882,1.455768566,-6.3e-05,5.97e-06,0.000427644,0.001266991,-0.130554122,0.013566495,1.61e-06,0.002999857,-0.004177975,2.49e-17,0.948535063,1.32719595,0
1.55e-05,0.000183189,-0.001774228,0.001830821,-0.190044791,0.216149801,3.35e-06,0.006017228,-0.004844836,-1.42e-17,1.030906326,1.375650037,3.46e-05,8.72e-05,-4.71e-05,0.001869293,-0.147522969,-0.360408259,3.49e-06,0.004405202,-0.004499444,1.78e-18,0.996210616,1.496050472,0
-9.61e-05,-0.00020071,-0.001544064,0.001867177,0.023314067,-0.131786668,3.49e-06,0.004366842,-0.005113507,-1.42e-17,0.955660005,1.238638363,0.000133743,8.72e-05,0.002063886,0.001837085,0.050573486,-0.34427552,3.37e-06,0.005019265,-0.004729754,0.0,1.038932708,1.301938702,0
0.00011839,0.000259911,0.00068217,0.001972276,-0.309357881,-0.379687828,3.89e-06,0.004366842,-0.00572757,-3.55e-18,0.98536524,1.407630015,0.000139884,2.96e-05,-8.76e-06,0.001899391,0.206096578,-0.176884827,3.61e-06,0.005978867,-0.004652887,-1.42e-17,0.866538619,1.479350781,0
-0.000169773,-0.000142599,-0.000104217,0.001198866,-0.049177848,0.134360656,1.44e-06,0.003426901,-0.003827245,-3.55e-17,0.955235507,1.382055454,-0.000170234,-0.000180981,-0.001831395,0.001195423,-0.003543644,-0.344597223,1.43e-06,0.003004702,-0.003520191,1.42e-17,0.97883436,1.249668909,0
-5.05e-05,-6.58e-05,-0.000488035,0.00124976,0.103416813,0.055874696,1.56e-06,0.00338852,-0.003405046,4.26e-17,1.077122368,1.394802068,-5.23e-05,-8.26e-06,-0.001140524,0.001152784,-0.149070315,-0.172642489,1.33e-06,0.003119847,-0.003443427,-1.78e-17,1.033146774,1.400012042,0
-2.22e-05,-6.58e-05,-0.000564798,0.00110536,0.076026043,0.016671961,1.22e-06,0.002697649,-0.003021229,3.55e-18,1.092623754,1.398429734,-5.45e-05,4.93e-05,-0.000718325,0.001307401,-0.24914528,0.224035087,1.71e-06,0.003119847,-0.00417268,3.55e-18,0.936051361,1.425451168,0
-0.000150671,-0.000187174,0.000331134,0.001088412,0.009816227,-0.116230885,1.18e-06,0.002940829,-0.003430551,3.55e-17,1.103207255,1.602346747,0.00012721,0.00010097,-0.0002065,0.001241392,-0.056487883,0.193771356,1.54e-06,0.003785349,-0.003507272,7.11e-18,1.033818858,1.473759704,0
-4.52e-05,-5.25e-05,0.000331134,0.001163534,0.108235955,-0.290273738,1.35e-06,0.003056204,-0.003276523,8.88e-18,0.993733504,1.489346383,-3.06e-05,-1.44e-05,-0.000935645,0.001149634,-0.044622465,-0.143004156,1.32e-06,0.00301755,-0.00312308,0.0,1.074140043,1.380828005,0
-4.34e-06,6.23e-05,-0.000167847,0.001078972,-0.123036099,-0.000441172,1.16e-06,0.003363089,-0.002892916,7.11e-18,1.060622846,1.479201737,-4.24e-05,-1.44e-05,2.42e-05,0.001148893,-0.052000631,-0.189852613,1.32e-06,0.00282604,-0.00312308,7.11e-18,1.070251094,1.380828005,0
0.000192973,0.000125415,-0.000872511,0.001805312,-0.060803043,-0.214862522,3.26e-06,0.005422111,-0.004825817,5.33e-18,0.955273776,1.307157522,-0.000195142,-0.000181617,-0.001678524,0.00170833,-0.118177175,-0.384590206,2.92e-06,0.003771689,-0.005056127,1.78e-17,0.999204366,1.271497137,0
-8.92e-06,0.000125415,0.000125415,0.001809339,-0.239953459,0.096313192,3.27e-06,0.00430903,-0.0052864,-7.11e-18,1.02118725,1.479877374,-0.000279737,-0.000239213,-0.001601766,0.00176786,-0.183133083,0.199853725,3.13e-06,0.004117117,-0.005938897,1.42e-17,1.057571289,1.363952825,0
8.87e-05,-8.92e-06,-2.81e-05,0.001861127,0.052611819,0.127927409,3.46e-06,0.005921056,-0.005631829,-1.07e-17,0.964799242,1.326074118,0.000146148,4.87e-05,-2.81e-05,0.001669847,0.009455358,-0.044769014,2.79e-06,0.005115043,-0.004633904,1.42e-17,1.054522794,1.521506955,0
-1.55e-05,6.43e-05,-0.000645738,0.001242911,-0.036295775,-0.010422384,1.54e-06,0.003384343,-0.003601136,1.78e-18,1.007809902,1.382487212,-0.000165506,-0.000185154,-0.000377067,0.001274427,0.042054826,-0.086196424,1.62e-06,0.003614635,-0.003793031,1.42e-17,0.981380955,1.420538607,0
-5.99e-06,0.000121895,0.000927908,0.001270721,-0.213483843,0.070744003,1.61e-06,0.00403684,-0.004100099,-3.2e-17,0.93467758,1.397352979,-0.000187307,-0.000146776,-0.000492204,0.001151465,-0.149145774,-0.376598485,1.33e-06,0.002463176,-0.003485981,-5.33e-17,1.011670561,1.334513289,0
6.74e-05,2.59e-05,-0.000914409,0.001250493,0.05389659,-0.028964235,1.56e-06,0.003230809,-0.003332466,0.0,1.033308749,1.507932322,1.41e-05,2.59e-05,-0.000415446,0.001267701,0.269047302,0.522800202,1.61e-06,0.004996369,-0.00352436,4.26e-17,0.996901194,1.393924728,0
4.07e-05,8.47e-05,0.000890562,0.001211278,-0.408539281,0.464922761,1.47e-06,0.00292514,-0.004482856,-1.24e-17,1.090181014,1.39661095,9.63e-05,0.000123349,0.000583677,0.001174008,-0.115877529,-0.418116245,1.38e-06,0.002809765,-0.003216076,-1.42e-17,1.004092158,1.190039037,0
0.000173369,0.000161417,-0.000222189,0.001138335,-0.08117257,-0.054957415,1.3e-06,0.00311665,-0.003177423,-2.13e-17,1.035965037,1.304989553,8.88e-05,6.57e-05,-0.000721171,0.001236293,0.007823501,-0.417461034,1.53e-06,0.003039929,-0.002909191,1.07e-17,0.990100622,1.248344156,0
9.55e-05,0.000104022,0.00062233,0.001056464,-0.238742283,0.488249342,1.12e-06,0.00311665,-0.003945221,-1.6e-17,1.02118847,1.403478123,-4.28e-05,-1.11e-05,-6.87e-05,0.001245562,-0.019579191,-0.081274171,1.55e-06,0.003577564,-0.003484894,7.11e-18,0.924309899,1.393962602,0
-2.08e-05,-6.27e-05,-0.000830322,0.001818264,-0.045551641,-0.165579487,3.31e-06,0.00461989,-0.00493718,-8.88e-18,1.017977291,1.412506022,4.43e-05,1.41e-05,-0.001022199,0.001743252,0.216741314,0.444959847,3.04e-06,0.006001678,-0.004898746,-5.33e-17,1.059654766,1.48240375,0
-3.71e-06,-0.000101031,9.08e-05,0.001691507,0.004262959,0.149149856,2.86e-06,0.004965355,-0.005013901,7.11e-18,1.082178716,1.305222511,-0.000232312,-0.000369702,-0.001175714,0.001830412,-0.122658628,0.383053489,3.35e-06,0.004466374,-0.00620374,3.55e-17,0.935669857,1.126886517,0
-7.19e-05,-6.27e-05,-0.000753528,0.001848148,-0.225892806,-0.081279573,3.42e-06,0.004044188,-0.005819914,2.13e-17,1.020148124,1.28008895,2.35e-05,-2.43e-05,-0.000561651,0.001795319,0.006579471,-0.170921774,3.22e-06,0.005003716,-0.004668436,1.42e-17,0.984339603,1.374324485,0
-5.27e-05,-3.81e-05,0.000441695,0.001149322,-0.015187912,-0.188388785,1.32e-06,0.003397084,-0.00320457,-5.33e-17,1.019916586,1.261285189,-7.22e-05,3.87e-05,5.79e-05,0.001194419,-0.177927395,-0.254363259,1.43e-06,0.002936509,-0.003012666,1.42e-17,0.987214966,1.459657726,0
-0.000169498,-0.000134035,-9.56e-05,0.001103146,0.013355632,-0.247197286,1.22e-06,0.003397084,-0.00289752,-2.84e-17,1.055289605,1.454697891,-9.64e-05,-0.000210793,-0.000249181,0.00114667,0.380884107,0.548444119,1.31e-06,0.004241484,-0.003166191,-1.6e-17,1.009645574,1.346978907,0
8.29e-05,9.63e-05,0.000480074,0.001188408,-0.22097892,0.189432347,1.41e-06,0.003166792,-0.003550008,-2.13e-17,1.025728944,1.502227457,-0.000160594,-5.73e-05,0.000902269,0.00124634,-0.378029206,-0.125474661,1.55e-06,0.002552692,-0.004547934,-2.49e-17,1.003210736,1.231919401,0
0.000151767,0.000238393,0.000488469,0.001153355,-0.079827619,-0.077521483,1.33e-06,0.003443702,-0.003043053,-7.11e-18,0.987235158,1.414580279,0.000108339,0.000219066,0.000257719,0.001363415,-0.119865306,-0.244102322,1.86e-06,0.003482356,-0.003464727,-7.11e-18,0.872606047,1.504144011,0
0.000171913,0.00014293,-0.000241262,0.001266815,0.000972434,-0.200929099,1.6e-06,0.00329026,-0.003043053,-1.42e-17,0.986054236,1.265851038,0.000134853,0.000162257,0.000104277,0.001290175,0.038846467,0.108400819,1.66e-06,0.004441665,-0.003542034,1.78e-17,0.948351921,1.258719943,0
4.03e-05,2.81e-05,-0.001161917,0.001159531,-0.068592049,0.061879979,1.34e-06,0.002944721,-0.003618169,2.49e-17,0.954105829,1.177976491,0.000125707,0.000162257,-0.000241262,0.001242982,-0.109465059,-0.28561326,1.55e-06,0.003212953,-0.003043053,2.31e-17,1.008717883,1.265851038,0
0.000109248,7.5e-05,7.5e-05,0.001714552,-0.153262311,-0.246527239,2.94e-06,0.00375964,-0.005183293,2.13e-17,1.03240853,1.582882245,-3.25e-05,0.000113403,0.001149726,0.001835616,-0.184813709,0.116036745,3.37e-06,0.0054101,-0.00537517,3.02e-17,1.029366932,1.362907805,0
0.000158834,0.000170944,0.000343713,0.001706426,0.037432015,-0.279864229,2.91e-06,0.004872758,-0.004070249,-1.24e-17,0.998722189,1.349388124,0.000161442,0.000190124,0.000881055,0.001905418,-0.053963536,-0.349219876,3.63e-06,0.0054101,-0.005068138,-5.33e-18,0.956659352,1.357778047,0
-0.00013916,-0.000174448,-0.001498622,0.001908942,0.258359257,0.194173408,3.64e-06,0.005755492,-0.005413604,2.84e-17,0.941732076,1.34348302,0.000264463,0.000286099,-1.75e-06,0.001703798,-0.195924408,0.554345594,2.9e-06,0.005179789,-0.004837828,0.0,0.999589776,1.343570356,0
0.000194806,0.000123707,-0.00056715,0.001173858,0.245519165,0.251192052,1.38e-06,0.003923534,-0.002985188,0.0,0.95096596,1.216622586,8.89e-06,4.7e-05,-0.001258008,0.001129107,0.060599389,-0.05128473,1.27e-06,0.00284885,-0.003330654,1.42e-17,1.072276337,1.36697447,0
