Before Mean,Before Median,Before Mode,Before Std Dev,Before Skewness,Before Kurtosis,Before Variance,Before Max,Before Min,Before Z-Score,Before Mean MER,Before Max MER,After Mean,After Median,After Mode,After Std Dev,After Skewness,After Kurtosis,After Variance,After Max,After Min,After Z-Score,After Mean MER,After Max MER,earthquake
8.49e-05,6.62e-05,0.000814565,0.001121879,-0.100778544,0.253308587,1.26e-06,0.002964005,-0.003637685,3.55e-18,1.101024374,1.486097984,-7.49e-05,-8.73e-05,-0.000183324,0.00103624,-0.129871558,0.283866261,1.07e-06,0.00284885,-0.003599325,3.73e-17,1.114667432,1.605250026,0
2.62e-05,4.7e-05,-0.000144964,0.001098057,-0.134809187,0.627035627,1.21e-06,0.003386192,-0.00371448,-4.26e-17,1.133290919,1.48714895,2.18e-05,8.55e-06,8.55e-06,0.001130776,-0.030927155,0.129918392,1.28e-06,0.002810416,-0.003369014,1.24e-17,1.047079544,1.552596085,0
3.46e-05,5.74e-05,0.000134704,0.001208003,0.015325452,-0.235245266,1.46e-06,0.003320686,-0.002744394,3.55e-18,0.983431275,1.264390566,-0.000189709,-0.000288142,-0.000364278,0.001227841,-1.53e-05,0.503621762,1.51e-06,0.003934457,-0.004317473,1.42e-17,1.003887107,1.242567387,0
4.67e-05,5.88e-07,1.99e-05,0.001548722,-0.065514268,-0.323136714,2.4e-06,0.003703707,-0.004509569,7.11e-18,0.989802937,1.279572432,-0.000229501,-0.000230162,-0.000595027,0.001237804,0.066241147,-0.2034727,1.53e-06,0.003396822,-0.003588914,1.42e-17,0.947277281,1.210077086,0
-8.55e-06,-9.6e-05,-0.000787123,0.001209738,0.27499164,0.074276943,1.46e-06,0.003550265,-0.003089933,7.11e-18,0.946295822,1.349597518,-9.44e-05,-0.000134699,-0.001515682,0.001248085,0.042642032,0.092622155,1.56e-06,0.003934457,-0.00366505,-1.42e-17,0.988620042,1.240564673,0
-8.95e-05,-1.09e-05,-0.000644167,0.00168792,0.03491394,-0.321814014,2.85e-06,0.004345459,-0.004712627,-1.42e-17,1.194036332,1.517953828,-2.44e-05,-0.000183583,-0.000874454,0.001929802,0.048927857,-0.673404273,3.72e-06,0.005036331,-0.004712627,4.09e-17,1.000651657,1.294466883,0
2.75e-05,-6.84e-05,-0.000529021,0.001790917,0.043083142,-0.302724284,3.21e-06,0.004422222,-0.004597481,-3.91e-17,1.079481602,1.44498591,2.55e-05,8.51e-05,0.001390068,0.001924795,-0.087886353,-0.348866671,3.7e-06,0.005151474,-0.005249974,-2.84e-17,1.061608069,1.415810917,0
-0.00012156,-0.00010682,0.001236539,0.002016334,-0.097063631,0.188602686,4.07e-06,0.005151474,-0.00697715,1.07e-17,0.99740403,1.249987622,-7.12e-05,2.75e-05,-0.001834001,0.001958423,-0.159793511,-0.255499293,3.84e-06,0.004268695,-0.005441882,-9.77e-18,0.997886863,1.440708157,0
-2.57e-05,-0.00014187,-0.000640833,0.001219758,0.24510125,-0.2416814,1.49e-06,0.003542774,-0.002790209,0.0,0.935618431,1.220543216,-1.26e-05,-2.67e-05,-0.000986271,0.001210869,0.1440992,0.146398373,1.47e-06,0.003773066,-0.003289172,3.55e-17,0.987166227,1.252038585,0
-0.000119609,-0.000180249,-0.000794358,0.001155164,0.105822463,-0.404521195,1.33e-06,0.002928665,-0.003174026,2.31e-17,0.985525309,1.339016817,-0.000139721,-0.000103491,-0.0007176,0.001180054,0.245317756,0.957364529,1.39e-06,0.004272029,-0.003749756,0.0,1.016281655,1.375563977,0
-7.25e-05,-0.000103491,0.00016518,0.001166802,0.03347598,-0.300840701,1.36e-06,0.002928665,-0.003289172,3.55e-17,1.021700516,1.297826303,-0.00013358,-0.00014187,-0.000487308,0.001247581,-0.412935734,0.972287147,1.56e-06,0.003312482,-0.004248719,2.13e-17,0.977816551,1.239959828,0
1.45e-05,-2.33e-05,-0.000291486,0.001147476,0.18855121,-0.259586496,1.32e-06,0.003085422,-0.002939834,-2.84e-17,1.026457642,1.312948521,0.000131894,0.000149515,0.000974708,0.001245881,0.083407279,0.064785003,1.55e-06,0.00366171,-0.003017141,-2.13e-17,0.908199849,1.224483051,0
8.61e-05,0.000111447,-0.000790467,0.001180822,-0.114439095,-0.590738966,1.39e-06,0.003201382,-0.002939834,1.95e-17,1.051935825,1.460735835,5.7e-05,1.54e-05,1.54e-05,0.001142507,-0.233564631,0.624974844,1.31e-06,0.002741055,-0.004321988,7.11e-18,0.98040174,1.256463334,0
5.88e-06,5.41e-05,0.000360938,0.001230377,-0.139914032,0.225362749,1.51e-06,0.003316171,-0.003823007,4.62e-17,0.920055251,1.656469597,0.000150302,7.34e-05,-0.000368793,0.001193989,0.134065446,-0.339884937,1.43e-06,0.003623056,-0.002747738,2.84e-17,1.045078922,1.40608584,0
-7.1e-05,-7.71e-05,-0.000902412,0.001704695,-0.098801674,0.454357564,2.91e-06,0.005161936,-0.005354662,-5.33e-18,1.030364529,1.328364002,1.19e-05,5.72e-05,-0.000403431,0.001850797,-0.171708457,0.372009947,3.43e-06,0.005584123,-0.005546539,-1.78e-17,0.944252535,1.362843558,0
0.000104603,0.000249066,0.000249066,0.001798985,-0.11666919,-0.358341645,3.24e-06,0.00497006,-0.004663805,-7.11e-18,1.010621452,1.361553216,-0.000273072,-0.000460972,-0.001439754,0.003858083,-0.060725162,-0.002243406,1.49e-05,0.010189962,-0.012685571,1.42e-17,0.640124019,0.865855978,0
-8.82e-05,-7.71e-05,0.000786408,0.001964972,-0.095160973,-0.036436458,3.86e-06,0.005660917,-0.005584973,-2.13e-17,0.98263245,1.234948566,1.08e-05,-0.00013476,-0.000441792,0.001718359,0.078146496,-0.186102244,2.95e-06,0.004701389,-0.004279979,2.13e-17,1.041981407,1.277678833,0
-2.44e-05,-4.16e-05,0.000802745,0.001244759,-0.063899324,0.271365163,1.55e-06,0.003297577,-0.004071692,-7.11e-18,0.977696408,1.486734706,0.000155198,0.000227042,0.000265403,0.001169143,-0.238338988,-0.147618295,1.37e-06,0.002798596,-0.003265679,2.84e-17,0.964928505,1.262526451,0
-0.000167822,-0.00011835,0.000111887,0.00116393,-0.146114524,-0.426480399,1.35e-06,0.002491565,-0.00349599,-7.11e-18,1.009884078,1.383452781,-0.000174884,-0.000195144,-0.001154673,0.001217575,-0.122831853,0.17035846,1.48e-06,0.003297577,-0.003803021,-4.71e-17,0.982805042,1.189291716,0
-0.000169511,-0.000195144,-0.000195144,0.001127764,0.163812476,-0.477877088,1.27e-06,0.003028906,-0.002805132,3.2e-17,0.898440414,1.374126908,-8.86e-05,-4.16e-05,-0.001308189,0.001149176,-0.178733196,-0.198294315,1.32e-06,0.00260672,-0.003611145,-4.97e-17,0.905977868,1.192317957,0
-5.29e-05,-1.04e-06,-0.000327252,0.001207769,0.058262349,-0.133822055,1.46e-06,0.003663426,-0.003129043,7.11e-18,0.988637092,1.24326262,-0.000143496,-0.000136327,-0.000635308,0.00124467,-0.186272641,-0.281514905,1.55e-06,0.002666635,-0.003590542,-2.13e-17,1.013291552,1.264760829,0
-0.000134875,-0.000136327,0.00067071,0.001251866,0.066422388,-0.14018887,1.57e-06,0.003433848,-0.003359792,2.84e-17,1.077841091,1.483053979,0.000159276,0.000247865,-0.000672791,0.00126972,-0.103129388,-0.266005931,1.61e-06,0.003395194,-0.003091561,4.44e-17,0.981842777,1.288231934,0
3.66e-05,1.83e-05,-0.000596655,0.00115657,0.045249048,-0.293819159,1.34e-06,0.002781424,-0.003245003,7.11e-18,1.066348074,1.364088297,1.08e-05,1.83e-05,-0.000596655,0.001167413,-0.059629613,-0.195306392,1.36e-06,0.002781424,-0.003628024,-1.42e-17,1.030562384,1.364088297,0
5.22e-06,4.5e-06,-0.000801508,0.001671324,-0.065604432,0.298735616,2.79e-06,0.004955663,-0.00517711,2.84e-17,1.101766524,1.572491025,-7.43e-05,4.5e-06,4.5e-06,0.0022939,-0.04489746,0.446483907,5.26e-06,0.007412061,-0.007249756,-3.55e-18,0.906141598,1.256618008,0
5.71e-05,0.000253995,0.000503486,0.001885939,-0.325045209,0.056163059,3.56e-06,0.004226518,-0.006482104,-1.42e-17,0.926991708,1.544529345,4.33e-05,6.2e-05,0.000234815,0.002035468,-0.091483437,0.082909288,4.14e-06,0.005185973,-0.005253831,3.55e-17,0.983122317,1.3827537,0
2.23e-05,-5.31e-05,-0.000955097,0.00165019,0.0053736,-0.131773034,2.72e-06,0.004264878,-0.005023521,-1.24e-17,1.09006171,1.409109875,-0.000153677,-0.000129904,-0.002567122,0.001830186,0.112762219,-0.105557527,3.35e-06,0.005416283,-0.00517711,-7.11e-18,0.944469677,1.572491025,0
-2.24e-05,9.35e-05,0.000131848,0.001236342,-0.249955649,-0.145657776,1.53e-06,0.002856951,-0.003552797,-1.42e-17,0.969353305,1.307604194,-3.35e-05,-2.49e-06,-0.00094284,0.001242538,-0.000748279,0.00385286,1.54e-06,0.003547822,-0.003476034,-1.15e-17,0.98086858,1.47039351,0
-0.000139587,-0.000194396,0.000323757,0.001238798,0.039936602,-0.337521139,1.53e-06,0.003240768,-0.003476034,0.0,0.985765109,1.356429875,0.000204313,0.000208612,-0.000712549,0.001134113,0.087121821,-0.202476403,1.29e-06,0.002895332,-0.002977071,2.49e-17,1.100483332,1.507024454,0
0.000100375,-6.01e-05,-0.001019603,0.001206474,0.309090381,-0.428336771,1.46e-06,0.00327915,-0.002708399,-2.84e-17,1.029771096,1.340226361,3.39e-05,1.67e-05,-0.000827695,0.001257351,0.262595552,-0.009200265,1.58e-06,0.003586203,-0.003130598,1.78e-18,0.969009735,1.291191726,0
8.34e-05,0.000107056,-8.32e-06,0.001214656,-0.055016551,-0.063383102,1.48e-06,0.003523203,-0.003500601,3.55e-18,0.942054277,1.291084276,6.97e-05,0.000145417,-0.000391925,0.001181543,-0.162863289,0.233332768,1.4e-06,0.003446482,-0.003884793,-3.55e-18,1.021425113,1.427657031,0
0.000145719,0.000183777,-4.64e-05,0.001147797,0.139293233,-0.295383201,1.32e-06,0.003446482,-0.003040273,1.42e-17,1.03112951,1.311778624,0.000112393,3.03e-05,-0.00092956,0.001250514,0.124277835,0.609059276,1.56e-06,0.003791435,-0.003884793,1.42e-17,0.950122492,1.204505783,0
3.52e-05,3.03e-05,-0.000238482,0.001107349,-0.047387548,-0.210600505,1.23e-06,0.00306229,-0.003385812,2.13e-17,1.051544821,1.467874526,0.000269768,0.000356547,0.000567384,0.001136129,-0.032564551,-0.239404964,1.29e-06,0.003254386,-0.003040273,1.42e-17,0.932590384,1.316280596,0
7.94e-06,-0.000102287,-0.001157809,0.001835511,0.319075779,0.17840371,3.37e-06,0.006480168,-0.004497015,-2.84e-17,0.965697606,1.351054498,-2.91e-05,7.04e-05,-0.001618356,0.001716156,-0.074438195,0.146437367,2.95e-06,0.005904429,-0.005571698,1.78e-17,0.96907371,1.281192736,0
-8.76e-05,-2.55e-05,-0.001157809,0.001771609,-0.16539566,-0.058455094,3.14e-06,0.004138888,-0.006070643,1.42e-17,0.965519342,1.378507036,4.69e-05,-4.47e-05,-0.001157809,0.001815782,0.332664776,0.094652549,3.3e-06,0.006480168,-0.004497015,-1.95e-17,0.953449936,1.259313736,0
0.000223182,0.000166383,-0.001272928,0.00240048,0.067802765,-0.284321286,5.76e-06,0.006480168,-0.006185798,0.0,1.114943843,1.781002774,-0.000150194,-0.000236641,7.04e-05,0.00200343,0.114012865,-0.348847483,4.01e-06,0.004445956,-0.005149475,2.13e-17,0.967533115,1.320414527,0
0.000153051,0.000112666,0.000227822,0.001278125,-0.006001862,0.124091219,1.63e-06,0.003682182,-0.00380226,2.84e-17,0.967202578,1.340585695,6.77e-05,5.51e-05,0.000496492,0.001285621,0.200904291,0.73293822,1.65e-06,0.004872003,-0.003418452,-1.07e-17,1.014557877,1.369099173,0
0.000142764,0.000227822,-0.000539812,0.001181315,-0.133833086,-0.285235279,1.4e-06,0.002722636,-0.003264918,2.13e-17,1.026208625,1.411976963,0.00011037,7.43e-05,-0.001307446,0.001289384,0.393262136,0.045816255,1.66e-06,0.004449816,-0.002765956,2.84e-17,0.940890028,1.207357344,0
2.73e-05,7.43e-05,0.000458113,0.00128737,0.065232952,-0.288028984,1.66e-06,0.003643785,-0.00291949,-8.88e-18,1.064862727,1.50711228,6.28e-06,-2.47e-06,-0.000194383,0.001271347,-0.174233748,-0.097420219,1.62e-06,0.003029686,-0.004454757,5.68e-17,0.971930904,1.209275829,0
-5.01e-05,-0.000113571,-0.001072879,0.001229282,0.086714403,-0.459351196,1.51e-06,0.003340644,-0.003452996,2.84e-17,0.953070649,1.264191583,-1.76e-05,1.8e-06,0.000692296,0.001117506,-0.07496371,-0.280804237,1.25e-06,0.002880316,-0.002646544,4.26e-17,1.083946374,1.513823526,0
-4.6e-05,1.8e-06,0.000155247,0.001172135,0.120601565,-0.389820574,1.37e-06,0.003149134,-0.00283864,-2.13e-17,1.048470981,1.412038012,-3.59e-06,7.85e-05,0.000500785,0.001478567,0.051736886,-0.25583432,2.19e-06,0.003648115,-0.00368316,2.13e-17,0.975711459,1.501497631,0
-0.000106922,-9.42e-05,-0.000382388,0.001202392,0.01105759,-0.108354085,1.45e-06,0.003379297,-0.00368316,8.88e-18,1.068638411,1.26214513,-2.11e-05,-3.68e-05,0.000424064,0.001122647,-0.006194794,-0.226926685,1.26e-06,0.002880316,-0.002992083,0.0,1.081464702,1.353436491,0
4.97e-05,0.000118661,0.001212562,0.002996849,-0.009668758,0.416851007,8.98e-06,0.008428315,-0.011069578,-8.77e-18,0.999390349,1.447833679,5.36e-06,8.03e-05,-0.000591413,0.002245799,-0.215308507,-0.216346902,5.04e-06,0.005664812,-0.006540533,1.42e-17,1.02041877,1.358758838,0
-6.2e-05,-0.000169226,-0.000591413,0.002288826,0.145939506,-0.024795635,5.24e-06,0.007929334,-0.005657799,-7.11e-18,0.979556741,1.27329841,-0.000195609,-0.000341923,-0.001128755,0.003850791,-0.019388751,-0.279443015,1.48e-05,0.009080812,-0.010954496,-1.07e-17,1.27311907,2.32834004,0
0.000130176,0.000195419,-0.002395315,0.002270608,-0.017765411,-0.357694306,5.16e-06,0.00531942,-0.005811315,4.26e-17,1.063336373,1.372061073,8.66e-05,8.03e-05,-0.001512581,0.002313077,0.04873876,-0.408710057,5.35e-06,0.005204265,-0.005811315,-3.2e-17,1.057843666,1.372061073,0
0.00023391,0.000225465,0.00051333,0.001390522,-0.365455642,0.112329892,1.93e-06,0.00312329,-0.004821727,-1.07e-17,1.021278409,1.340409482,-0.00016004,-6.24e-05,-0.000676509,0.001459673,0.042540599,0.174741557,2.13e-06,0.004812082,-0.004591445,-7.11e-18,0.984748306,1.427595211,0
-2.18e-07,-0.000119968,0.000628476,0.001427365,0.212755151,0.189034881,2.04e-06,0.004236353,-0.003593519,-1.42e-17,0.929267223,1.143239747,-0.000100625,-2.4e-05,0.000436563,0.001415608,0.07888987,-0.719467738,2e-06,0.003852536,-0.003132935,-3.55e-18,0.992717834,1.350666709,0
-8.57e-05,-0.000139158,0.00051333,0.00147993,0.156914931,-0.503234103,2.19e-06,0.003507107,-0.003823802,1.78e-17,0.953881357,1.270021872,6.47e-05,0.000206271,0.000474951,0.001367092,-0.234597552,-0.284126541,1.87e-06,0.003468719,-0.003747044,7.11e-18,1.074979991,1.371762328,0
3.41e-05,4.57e-05,0.000428762,0.001108633,0.179770701,0.037327492,1.23e-06,0.003193071,-0.002526471,4.26e-17,1.015298751,1.483005404,1.87e-05,0.00010255,-0.001336413,0.001279652,-0.325636291,-0.096589035,1.64e-06,0.003269206,-0.003754012,1.42e-17,0.99252302,1.314910421,0
-4.52e-05,-3.16e-05,-0.000876085,0.001424969,0.079770543,-0.111812763,2.03e-06,0.003998937,-0.003754012,0.0,0.94277547,1.430156248,0.000116634,8.32e-05,-0.000914739,0.001305567,0.207960739,-0.06853522,1.7e-06,0.004036419,-0.003178895,2.13e-17,1.083947155,1.500068648,0
4.27e-05,-5.09e-05,-0.000914739,0.001267518,0.091555882,-0.228565884,1.61e-06,0.003269206,-0.004291646,7.11e-18,1.006138209,1.301670239,-4.56e-05,-3.16e-05,-0.000645336,0.001305401,0.056789527,0.093719291,1.7e-06,0.003346513,-0.003600569,-7.11e-18,1.010142824,1.534381022,0
-0.000127816,-0.000125043,-0.000528123,0.001850061,0.039747466,-0.450824797,3.42e-06,0.004499903,-0.00524897,3.55e-18,1.00138434,1.21551529,0.000179697,4.77e-05,-0.000566483,0.00190565,0.080707468,-0.262665551,3.63e-06,0.004998884,-0.005057167,-7.11e-18,0.987621303,1.227323199,0
2.37e-05,-9.96e-06,-0.000681565,0.001865438,0.102379707,-0.188076792,3.48e-06,0.004768574,-0.004711629,-2.84e-17,0.991992729,1.303222089,-0.000215787,-0.000105863,-0.001180546,0.00182515,-0.177303022,-0.366871238,3.33e-06,0.004922163,-0.005057167,0.0,1.011738789,1.264505737,0
0.000188455,2.85e-05,-0.000566483,0.001923489,0.163428604,0.401588688,3.7e-06,0.007225119,-0.006016622,1.42e-17,0.912325932,1.311354281,-8.38e-05,-0.000163404,-0.00206328,0.001818471,0.291446497,0.080689348,3.31e-06,0.005305916,-0.004135926,-2.84e-17,0.996239748,1.284003237,0
-9.41e-05,-9.97e-05,-0.000637085,0.001195282,-0.010768779,-0.429763541,1.43e-06,0.002970797,-0.002939989,-7.11e-18,0.937736649,1.438615763,-9.91e-05,-9.97e-05,0.000245695,0.001218422,-0.206670964,0.011592764,1.48e-06,0.003277851,-0.003784387,1.42e-17,1.016040355,1.389948224,0
-6.4e-05,-0.000157314,-0.000368413,0.001252604,0.114331274,-0.114806507,1.57e-06,0.003508141,-0.003285424,1.42e-17,0.98337458,1.239254347,-9.62e-06,-6.14e-05,-0.000483559,0.001197261,-0.02704804,0.03425204,1.43e-06,0.003508141,-0.003285424,2.84e-17,1.015197891,1.32181002,0
-0.000103272,-6.14e-05,1.54e-05,0.001243717,-0.086700226,-0.077111151,1.55e-06,0.003738432,-0.003515715,-8.88e-18,0.98513119,1.300315062,4.76e-05,5.38e-05,0.000360839,0.001114714,0.017787678,0.607268329,1.24e-06,0.003661668,-0.003554096,2.84e-17,0.993220751,1.267425948,0
0.000119039,0.00012654,0.000913665,0.001235229,-0.128296014,-0.265816272,1.53e-06,0.003369917,-0.002771299,-1.07e-17,1.042447461,1.37951912,0.000197011,0.000222588,-0.000391768,0.001136609,0.080213562,-0.030456118,1.29e-06,0.003753524,-0.002809367,-1.78e-17,1.091431511,1.387140463,0
8.37e-05,0.000107213,0.000759637,0.001188133,0.079649669,-4.47e-05,1.41e-06,0.003331264,-0.003154905,-3.55e-18,1.036040833,1.351292832,9.11e-05,1.15e-05,0.001143829,0.001289819,-0.003050317,0.467015416,1.66e-06,0.004866861,-0.00430631,-3.55e-17,0.977585573,1.247089818,0
-2.59e-05,3.05e-05,-0.00066,0.001279611,-0.15966055,0.091179599,1.64e-06,0.003331264,-0.003730608,1.78e-17,0.94891028,1.285923532,8.94e-05,0.000107213,-0.000737306,0.001195132,-0.087450413,0.187621124,1.43e-06,0.003446639,-0.003653886,5.33e-18,0.935932782,1.23560662,0
0.000112157,0.000266459,0.000707825,0.001804177,-0.183728014,-0.247520671,3.26e-06,0.004546012,-0.004819145,-4.26e-17,0.97111008,1.356704894,0.000177252,0.000208881,0.000822981,0.001874708,-0.043600078,-0.056738902,3.51e-06,0.005735851,-0.004588834,1.42e-17,0.985004077,1.192979728,0
0.00042136,0.000285639,0.000170484,0.001838823,0.093005135,-0.079763453,3.38e-06,0.005966125,-0.005011021,-1.42e-17,0.98859793,1.266491505,0.00016666,0.000112924,0.000822981,0.001890057,-0.07000895,-0.031043024,3.57e-06,0.005735851,-0.005011021,1.42e-17,0.944437193,1.09528231,0
-9.51e-05,-0.000213306,-0.000635529,0.001835515,0.171653224,-0.08900295,3.37e-06,0.005006596,-0.00470399,1.07e-17,1.010470852,1.265858872,9.73e-05,9.37e-05,0.000515949,0.001806949,0.129530051,0.064646873,3.27e-06,0.005083354,-0.005356486,-2.13e-17,0.93667057,1.377682288,0
-4.92e-05,-5.54e-05,-5.54e-05,0.001237873,0.057240896,-0.124707123,1.53e-06,0.003130303,-0.003241077,-7.11e-18,1.024913252,1.452209782,-0.000105438,-9.38e-05,-1.7e-05,0.001158433,0.284793191,0.232020302,1.34e-06,0.003821161,-0.002934009,-3.2e-17,1.104305652,1.522373335,0
9.43e-05,5.98e-05,-5.54e-05,0.001207152,0.147004593,-0.339526096,1.46e-06,0.003821161,-0.002857251,8.88e-18,1.026733066,1.271990174,0.000103819,0.000174905,-0.000400816,0.001234273,-0.189997086,-0.389930171,1.52e-06,0.002823235,-0.003471369,-3.02e-17,0.932306207,1.451588057,0
3.27e-05,5.98e-05,-0.000938176,0.001188872,-0.082911766,-0.26355602,1.41e-06,0.002823235,-0.003125922,-1.42e-17,1.119680615,1.640638541,2.57e-05,2.18e-06,-0.000746263,0.001293848,-0.010240044,-0.301890535,1.67e-06,0.003629266,-0.003241077,2.13e-17,0.970844253,1.268194717,0
-6.8e-05,6.64e-07,2e-05,0.001197524,-0.023100581,-0.199168895,1.43e-06,0.003627648,-0.003588252,3.2e-17,0.997001099,1.229761594,2.17e-05,2e-05,-0.00047899,0.001064363,-0.138578606,0.004351993,1.13e-06,0.002476243,-0.00351153,0.0,1.152198393,1.446785763,0
7.65e-05,2e-05,0.000864511,0.001230381,0.020259791,-0.299862516,1.51e-06,0.002898503,-0.003779762,-7.82e-17,1.025204837,1.166586712,3.29e-05,0.000115746,0.000211502,0.001234661,0.059083971,-0.160324149,1.52e-06,0.003627648,-0.003472877,0.0,0.92694625,1.14137557,0
9.07e-05,0.00013478,0.000633761,0.001241724,-0.301217931,0.328848285,1.54e-06,0.003167321,-0.004509493,-7.11e-18,1.011674668,1.584327768,-5.75e-05,-1.87e-05,-0.000709154,0.001173319,-0.045798307,-0.318408232,1.38e-06,0.003512859,-0.002973896,3.55e-18,1.032036882,1.432346706,0
4.17e-05,-4.06e-06,-0.001462566,0.001799217,0.224731072,-0.007484755,3.24e-06,0.00483202,-0.005032082,-1.07e-17,1.058274717,1.390396864,0.000159895,0.00016864,0.000111099,0.001846757,-0.066618139,0.165074245,3.41e-06,0.006213735,-0.0045331,-1.78e-18,0.937640264,1.378328549,0
3.12e-05,0.000130279,0.000302976,0.001766915,0.011205998,-0.185348164,3.12e-06,0.004793659,-0.005032082,-3.55e-17,1.010440639,1.394650437,-5.37e-05,-2.33e-05,-0.000579832,0.001722805,-0.025463858,-0.137921288,2.97e-06,0.00483202,-0.004571461,-1.42e-17,1.031360514,1.407220309,0
-0.000282108,-0.000291944,0.000763596,0.001881575,-0.240890174,-0.263368937,3.54e-06,0.003872492,-0.005339113,0.0,0.952833893,1.217696093,0.000162045,3.43e-05,-0.000618192,0.001948451,0.121455293,-0.046146615,3.8e-06,0.005407722,-0.005492629,-2.62e-17,0.898390941,1.24766322,0
-0.000152442,-5.07e-05,0.00037157,0.001205786,-0.297201063,0.051284855,1.45e-06,0.002751247,-0.003812082,-7.11e-18,1.022712347,1.524423666,-4.17e-05,-5.07e-05,-0.000280927,0.001220612,-0.196453288,-0.195753255,1.49e-06,0.003019918,-0.003773648,-1.42e-17,1.034245938,1.291511694,0
0.000101951,6.45e-05,-0.000703114,0.001032407,0.054425492,-0.322255906,1.07e-06,0.002751247,-0.002622244,1.78e-17,1.048759011,1.498147841,6.57e-05,0.00016044,-8.91e-05,0.001185805,-0.432345764,-0.24314925,1.41e-06,0.002636092,-0.003543411,-7.11e-18,1.057370898,1.37445103,0
-0.000108379,2.61e-05,0.00037157,0.00116723,-0.282125141,0.247576122,1.36e-06,0.002751247,-0.003812082,2.49e-17,1.001521715,1.524423666,0.000110087,0.00014126,0.000333136,0.00112162,-0.035143706,-0.574356807,1.26e-06,0.002597658,-0.002622244,-3.55e-18,1.013045248,1.251076191,0
0.000151634,0.000185766,-0.000313215,0.001358635,0.090105676,-0.180855941,1.85e-06,0.004445847,-0.003384409,3.55e-18,0.893299187,1.191366143,-0.000106403,-2.57e-05,3.23e-05,0.001207049,-0.004200419,-0.30409628,1.46e-06,0.003447885,-0.003345755,-7.11e-18,0.992547324,1.291497961,0
0.000177745,0.000127786,0.000760883,0.001187361,0.249811039,-0.065789013,1.41e-06,0.003985519,-0.002961563,0.0,1.048880757,1.413442275,-9.68e-05,-0.000159772,-0.000351868,0.001161801,0.088220461,0.029921918,1.35e-06,0.003179653,-0.003268448,3.2e-17,1.035950692,1.291506336,0
-0.000121639,-0.000179099,-0.000429175,0.001225736,0.140413023,-0.262132429,1.5e-06,0.003255789,-0.00303887,-7.11e-18,0.976615997,1.178997997,7.7e-05,0.000127786,-0.000928157,0.001139941,-0.273226469,-0.341941103,1.3e-06,0.002564711,-0.003384409,3.55e-18,1.064984833,1.330999293,0
0.000106802,6.72e-05,-0.00033581,0.001774249,0.245189258,0.04644119,3.15e-06,0.005728466,-0.004596183,8.88e-18,1.04526423,1.435088775,-0.000185818,-0.000259015,-0.001448854,0.002016442,0.273532836,0.441392664,4.07e-06,0.00603557,-0.005171886,1.42e-17,1.004088711,1.3592311,0
-0.000380493,-0.00037417,-0.00037417,0.00167334,0.105335101,0.838409852,2.8e-06,0.005076042,-0.006016332,-1.42e-17,0.684129798,1.45568992,-0.00022159,-0.000297449,0.000316687,0.001788721,0.061807066,0.165199725,3.2e-06,0.004692216,-0.004903215,-2.13e-17,0.982326189,1.596744297,0
-7.74e-05,-8.63e-05,-0.000719636,0.001864062,-0.014964755,-0.301425746,3.47e-06,0.005498229,-0.005133525,0.0,0.914656461,1.353814054,-7.67e-05,-0.000182294,-0.001180183,0.001662678,0.166370633,-0.127936203,2.76e-06,0.004154874,-0.004749699,2.13e-17,1.050029928,1.36394566,0
0.00011929,6.26e-05,-0.00020603,0.001133186,-0.103471413,0.051797217,1.28e-06,0.003401846,-0.003468478,-1.78e-17,0.9711695,1.359350096,0.000115452,0.000177786,6.26e-05,0.001166594,-0.014074858,-0.312408014,1.36e-06,0.003133175,-0.002662466,1.78e-17,0.971224269,1.528129308,0
8.7e-05,0.000101019,-0.000167652,0.001130275,-0.105850708,-0.096522153,1.28e-06,0.003018029,-0.002815991,8.88e-18,0.950139358,1.297618852,1.11e-05,-1.41e-05,0.001405995,0.001254256,0.069202662,-0.328917582,1.57e-06,0.003747284,-0.003161429,0.0,0.984713165,1.250831566,0
2.3e-06,-1.41e-05,-0.001319102,0.001300291,-0.134543706,-0.209932656,1.69e-06,0.00297965,-0.004389637,-1.42e-17,0.934668088,1.214709755,9.7e-05,4.35e-05,0.000101019,0.001057508,-0.00583803,-0.339416792,1.12e-06,0.002519067,-0.002585699,1.07e-17,0.937386005,1.298490832,0
-0.000102837,-6.81e-05,0.000622934,0.001186838,-0.102775776,-0.064511346,1.41e-06,0.002809784,-0.003753107,2.84e-17,0.986227686,1.349825025,9.71e-05,7.99e-06,-0.000375028,0.001170601,-0.105103933,-0.28465254,1.37e-06,0.00288709,-0.003023376,3.2e-17,0.985219211,1.306782932,0
0.000136594,0.000161435,-0.000835356,0.001147818,-0.196423444,0.038948885,1.32e-06,0.003193976,-0.003100683,2.84e-17,0.998872784,1.540010743,9.43e-05,0.000104626,0.000776377,0.001156317,0.053436018,-0.061349052,1.34e-06,0.003155322,-0.003407568,2.84e-17,1.116828617,1.363226117,0
4.96e-06,-2.95e-05,-0.000452335,0.001113356,0.055703274,-0.247053587,1.24e-06,0.00288709,-0.002677838,-7.11e-18,0.99173646,1.262805452,0.00010398,7.99e-06,-0.000605778,0.001208872,0.088306411,-0.401636535,1.46e-06,0.00300188,-0.003407568,1.42e-17,0.997438338,1.219466966,0
